date,E,continuoustime,movfreq_model,movefreq_real
2007/03/15/afternoon,49.6602349646996,9600,193,200
2007/03/16/morning,46.7915945304287,7200,153,230
2007/03/16/afternoon,38.5259441608663,9600,249,282
2007/03/19/morning,392.553527839991,7200,18,273
2007/03/19/afternoon,61.0219002502896,9600,157,199
2007/03/20/morning,55.4818539156369,7170,129,169
2007/03/20/afternoon,76.553645757135,9600,125,160
2007/03/22/morning,92.1992605741325,7110,77,135
2007/03/22/afternoon,106.420763874303,9600,90,101
2007/03/23/morning,56.0858869599119,7200,128,172
2007/03/23/afternoon,80.6129243529675,9600,119,143
2007/03/26/morning,78.6148329329216,7200,91,115
2007/03/26/afternoon,128.072267645064,9600,74,121
2007/03/27/morning,Inf,7172,0,134
2007/03/27/afternoon,54.4245107264752,9600,176,186
2007/03/28/morning,61.321390176894,7200,117,111
2007/03/28/afternoon,30.6275086233525,9600,313,297
2007/03/29/morning,42.6923610941961,7170,167,168
2007/03/29/afternoon,49.6223804564881,9570,192,239
2007/03/30/morning,45.7918896866803,7200,157,163
2007/03/30/afternoon,67.9923369773825,9600,141,156
2007/04/02/morning,61.167331986269,7200,117,117
2007/04/02/afternoon,Inf,9600,0,295
2007/04/03/morning,58.7525654622877,7170,122,127
2007/04/03/afternoon,74.4700540129039,9600,128,143
2007/04/04/morning,44.6021209017018,7140,160,144
2007/04/04/afternoon,83.2192096946069,9600,115,120
2007/04/05/morning,41.5942561815554,7200,173,144
2007/04/05/afternoon,90.0069820299647,9600,106,110
2007/04/06/morning,45.7414091492916,7200,157,126
2007/04/06/afternoon,661.015195503213,9600,14,68
2007/04/09/morning,55.0054793922195,7170,130,128
2007/04/09/afternoon,138.179764186474,9600,69,90
2007/04/10/morning,57.065413048646,7200,126,89
2007/04/10/afternoon,85.0797880838771,9600,112,100
2007/04/11/morning,76.5917189609057,7200,94,85
2007/04/11/afternoon,101.232984611468,9600,94,92
2007/04/12/morning,Inf,7200,0,162
2007/04/12/afternoon,103.727185033285,9600,92,116
2007/04/13/morning,Inf,7170,0,102
2007/04/13/afternoon,49.7416061620325,9600,192,226
2007/04/16/morning,Inf,7140,0,113
2007/04/16/afternoon,83.144574368103,9600,115,140
2007/04/17/morning,4055.2755144554,7170,1,153
2007/04/17/afternoon,49.5946479719215,9600,193,215
2007/04/18/morning,41.9556951904131,7200,171,155
2007/04/18/afternoon,76.1446753360602,9600,126,144
2007/04/19/morning,29.4383771407317,7169,243,279
2007/04/19/afternoon,31.2673113737837,9594,306,326
2007/04/20/morning,41.5822523891151,7170,172,172
2007/04/20/afternoon,215.911331354252,9600,44,91
2007/04/23/morning,71.5919251465012,7140,99,123
2007/04/23/afternoon,47.7574502343088,9600,201,249
2007/04/24/morning,33.2809350180442,7170,215,210
2007/04/24/afternoon,49.0859614020476,9600,195,244
2007/04/25/morning,42.317976670605,7200,170,171
2007/04/25/afternoon,68.2237578837501,9600,140,173
2007/04/26/morning,63.5271895362677,7170,112,139
2007/04/26/afternoon,70.5019938132412,9600,136,167
2007/04/27/morning,29.8397393262081,7175,240,228
2007/04/27/afternoon,39.0358058626222,9600,245,311
2007/05/01/morning,43.4961174081088,7200,165,267
2007/05/01/afternoon,75.0713264924254,9600,127,168
2007/05/02/morning,55.6656814295641,7200,129,111
2007/05/02/afternoon,Inf,9600,0,186
2007/05/07/morning,70.6393223750089,7140,101,123
2007/05/07/afternoon,74.0418041888574,9600,129,125
2007/05/08/morning,72.9798812149685,7200,98,97
2007/05/08/afternoon,96.4416169794691,9600,99,106
2007/05/09/morning,64.3850004441578,7200,111,135
2007/05/09/afternoon,Inf,9600,0,152
2007/05/10/morning,61.6513296116995,7200,116,120
2007/05/10/afternoon,108.887976719165,9600,88,121
2007/05/11/morning,55.4300682123208,7170,129,212
2007/05/11/afternoon,123.104330918332,9600,77,109
2007/05/14/morning,80.820560540005,7170,88,76
2007/05/14/afternoon,Inf,9600,0,100
2007/05/15/morning,44.6296074789296,7170,160,139
2007/05/15/afternoon,79.0460843364255,9600,121,147
2007/05/16/morning,75.5757194049955,7200,95,122
2007/05/16/afternoon,Inf,9600,0,107
2007/05/17/morning,79.2570120752897,7200,90,115
2007/05/17/afternoon,155.451535650094,9600,61,128
2007/05/18/morning,Inf,7200,0,126
2007/05/18/afternoon,47.756835073254,9600,201,215
2007/05/21/morning,52.1160062268566,7200,138,148
2007/05/21/afternoon,74.4735759984792,9600,128,124
2007/05/22/morning,63.2704938110482,7200,113,155
2007/05/22/afternoon,48.2626043398868,9600,198,182
2007/05/23/morning,49.3608213711085,7200,145,149
2007/05/23/afternoon,78.86147090725,9600,121,152
2007/05/24/morning,56.107099137073,7200,128,101
2007/05/24/afternoon,59.461622735308,9600,161,163
2007/05/25/morning,44.1040051955974,7170,162,200
2007/05/25/afternoon,111.648460033298,9600,85,106
2007/05/28/morning,62.079173349368,7170,115,125
2007/05/28/afternoon,125.597108850714,9600,76,111
2007/05/29/morning,Inf,7200,0,131
2007/05/29/afternoon,181.620490326249,9600,52,72
2007/05/30/morning,47.4568314428149,7200,151,156
2007/05/30/afternoon,42.0762041654584,9600,228,228
2007/05/31/morning,39.2452546011994,7170,182,186
2007/05/31/afternoon,64.3898007705472,9600,149,166
2007/06/01/morning,157.912912908183,7200,45,64
2007/06/01/afternoon,157.694596186616,9600,60,46
2007/06/04/morning,Inf,7170,0,58
2007/06/04/afternoon,142.088400922519,9600,67,64
2007/06/05/morning,Inf,7200,0,122
2007/06/05/afternoon,Inf,9600,0,96
2007/06/06/morning,301.481164091131,7200,23,85
2007/06/06/afternoon,154.845901286826,9600,61,73
2007/06/07/morning,71.5542666174166,7170,100,91
2007/06/07/afternoon,Inf,9600,0,146
2007/06/08/morning,31.4531704533236,7140,227,269
2007/06/08/afternoon,82.1084412247776,9600,116,98
2007/06/11/morning,141.604429468457,7170,50,92
2007/06/11/afternoon,218.021204417178,9600,44,77
2007/06/12/morning,Inf,7200,0,93
2007/06/12/afternoon,109.165418093564,9600,87,107
2007/06/13/morning,65.8774748353344,7170,108,127
2007/06/13/afternoon,127.012969827677,9600,75,116
2007/06/14/morning,68.3634022050628,7170,104,68
2007/06/14/afternoon,187.574700878372,9600,51,38
2007/06/15/morning,408.444032976402,7200,17,34
2007/06/15/afternoon,129.757931491647,9600,73,84
2007/06/18/morning,109.064192109387,7170,65,69
2007/06/18/afternoon,161.756441985215,9600,59,100
2007/06/19/morning,81.5095894308534,7200,88,41
2007/06/19/afternoon,342.686914385298,9600,28,41
2007/06/20/morning,Inf,7200,0,73
2007/06/20/afternoon,131.133093683775,9600,73,85
2007/06/21/morning,Inf,7170,0,81
2007/06/21/afternoon,172.352832663178,9600,55,62
2007/06/22/morning,100.13215062369,7200,71,89
2007/06/22/afternoon,131.599247103863,9600,72,126
2007/06/25/morning,87.5379062900926,7200,82,101
2007/06/25/afternoon,76.4977484218292,9600,125,103
2007/06/26/morning,85.5923227303148,7200,84,142
2007/06/26/afternoon,93.7645122896386,9600,102,99
2007/06/27/morning,81.0803139718246,7200,88,98
2007/06/27/afternoon,Inf,9600,0,115
2007/06/28/morning,99.4962602322859,7200,72,92
2007/06/28/afternoon,130.720114405721,9600,73,71
2007/06/29/morning,Inf,7200,0,108
2007/06/29/afternoon,78.2643319059028,9600,122,142
2007/07/02/morning,125.103375546842,7200,57,89
2007/07/02/afternoon,Inf,9600,0,60
2007/07/03/morning,270.833179396064,7200,26,49
2007/07/03/afternoon,171.307018640811,9600,56,49
2007/07/04/morning,69.9907874593858,7200,102,77
2007/07/04/afternoon,266.447520032274,9600,36,49
2007/07/05/morning,Inf,7200,0,83
2007/07/05/afternoon,Inf,9600,0,54
2007/07/06/morning,Inf,7200,0,115
2007/07/06/afternoon,Inf,9600,0,64
2007/07/09/morning,61601.0852368712,7200,0,46
2007/07/09/afternoon,226.26464080311,9600,42,25
2007/07/10/morning,133.657523833752,7200,53,37
2007/07/10/afternoon,1106.49428316095,9600,8,25
2007/07/11/morning,75.4512664446497,7170,95,84
2007/07/11/afternoon,151.750093007241,9600,63,51
2007/07/12/morning,214.154521099107,7200,33,41
2007/07/12/afternoon,Inf,9600,0,112
2007/07/13/morning,Inf,7140,0,105
2007/07/13/afternoon,117.065610304592,9600,82,50
2007/07/17/morning,137.742151522261,7200,52,57
2007/07/17/afternoon,220.652980449288,9600,43,45
2007/07/18/morning,Inf,7200,0,164
2007/07/18/afternoon,97.2511039685773,9600,98,91
2007/07/19/morning,168.2612893544,7200,42,84
2007/07/19/afternoon,190.101109743755,9600,50,62
2007/07/20/morning,142.215592640316,7200,50,76
2007/07/20/afternoon,229.342985718741,9600,41,39
2007/07/23/morning,88.8022336205741,7170,80,98
2007/07/23/afternoon,200.889270576282,9600,47,44
2007/07/24/morning,78.615451852148,7200,91,115
2007/07/24/afternoon,70400.7925766492,9600,0,40
2007/07/25/morning,49.845289098689,7140,143,139
2007/07/25/afternoon,100.062297152119,9600,95,81
2007/07/26/morning,76.1630118283262,7200,94,100
2007/07/26/afternoon,66.9593803220488,9600,143,122
2007/07/27/morning,37.2531378945529,7080,190,262
2007/07/27/afternoon,36.6407800640273,9600,262,202
2007/07/30/morning,40.4374718448338,7140,176,216
2007/07/30/afternoon,76.1289380842927,9600,126,157
2007/07/31/morning,64.5022456507697,7200,111,143
2007/07/31/afternoon,83.3721875669575,9600,115,103
2007/08/01/morning,32.4014375189866,7140,220,189
2007/08/01/afternoon,34.0321397384155,9600,282,331
2007/08/02/morning,32.973448878168,7170,217,179
2007/08/02/afternoon,21.1211000941997,9570,453,477
2007/08/03/morning,41.6446740315668,7200,172,195
2007/08/03/afternoon,34.7347964156689,9600,276,288
2007/08/06/morning,36.9979723811533,7110,192,229
2007/08/06/afternoon,32.8928614514973,9600,291,241
2007/08/07/morning,39.6883456477372,7140,179,180
2007/08/07/afternoon,33.3246515801986,9600,288,264
2007/08/08/morning,26.657264625437,7200,270,347
2007/08/08/afternoon,48.3251013351576,9600,198,171
2007/08/09/morning,36.5376589192807,7170,196,164
2007/08/09/afternoon,61.0634453543495,9600,157,124
2007/08/10/morning,31.4225542253122,7050,224,311
2007/08/10/afternoon,33.6691382248394,9600,285,282
2007/08/13/morning,27.7881219313564,7200,259,299
2007/08/13/afternoon,45.5052075928846,9600,210,216
2007/08/14/morning,36.1542961459821,7200,199,214
2007/08/14/afternoon,64.3526509534403,9600,149,130
2007/08/15/morning,69.3261032263311,7140,102,136
2007/08/15/afternoon,47.2200494765061,9600,203,279
2007/08/16/morning,19.0713355833627,7142,374,391
2007/08/16/afternoon,16.3411865562943,9600,587,697
2007/08/17/morning,16.8058678823023,7200,428,426
2007/08/17/afternoon,11.6782384301065,9600,822,1037
2007/08/20/morning,23.0459623764266,7020,304,407
2007/08/20/afternoon,23.3913037237022,9600,410,521
2007/08/21/morning,26.5286103702895,7200,271,316
2007/08/21/afternoon,22.1139664108759,9600,434,493
2007/08/22/morning,26.5799322647955,7200,270,254
2007/08/22/afternoon,34.3552813065277,9600,279,294
2007/08/23/morning,29.7030366339965,7080,238,221
2007/08/23/afternoon,40.5655777578847,9600,236,249
2007/08/24/morning,36.2271802026673,7200,198,140
2007/08/24/afternoon,45.0518985947537,9600,213,185
2007/08/27/morning,45.0407156770104,7110,157,113
2007/08/27/afternoon,39.3312733893499,9600,244,222
2007/08/28/morning,66.7724474351017,7170,107,127
2007/08/28/afternoon,56.7978134580764,9600,169,148
2007/08/29/morning,41.4942054352885,7050,169,242
2007/08/29/afternoon,57.1888024768975,9600,167,217
2007/08/30/morning,38.3463227414625,7140,186,158
2007/08/30/afternoon,36.8307224545252,9600,260,302
2007/08/31/morning,56.2637316742098,7170,127,150
2007/08/31/afternoon,44.0984983323084,9600,217,330
2007/09/03/morning,Inf,7181,0,55
2007/09/03/afternoon,Inf,9600,0,38
2007/09/04/morning,Inf,7200,0,53
2007/09/04/afternoon,Inf,9600,0,41
2007/09/05/morning,Inf,7170,0,63
2007/09/05/afternoon,Inf,9600,0,145
2007/09/06/morning,33.2365376002736,7140,214,146
2007/09/06/afternoon,35.606746228874,9600,269,180
2007/09/07/morning,73.7731738174317,7170,97,98
2007/09/07/afternoon,58.3378377169221,9600,164,103
2007/09/10/morning,52.5004463180667,7080,134,149
2007/09/10/afternoon,64.738491002288,9600,148,196
2007/09/11/morning,46.7229954791613,7200,154,148
2007/09/11/afternoon,42.3797655112615,9600,226,207
2007/09/12/morning,Inf,7170,0,116
2007/09/12/afternoon,30.8139014791177,9600,311,318
2007/09/13/morning,54.8274437513673,7170,130,187
2007/09/13/afternoon,56.9587566717148,9600,168,265
2007/09/14/morning,41.8050383179496,7170,171,203
2007/09/14/afternoon,30.4818275512437,9600,314,315
2007/09/18/morning,24.0839346465044,7170,297,231
2007/09/18/afternoon,35.0637212820787,9600,273,230
2007/09/19/morning,37.3175243366371,7021,188,158
2007/09/19/afternoon,55.631191792251,9600,172,199
2007/09/20/morning,25.5046277780057,7170,281,155
2007/09/20/afternoon,54.852081183955,9600,175,171
2007/09/21/morning,32.4019893322122,7170,221,118
2007/09/21/afternoon,39.5583154570532,9600,242,183
2007/09/25/morning,46.6758994667286,7170,153,122
2007/09/25/afternoon,57.0814065780894,9600,168,140
2007/09/26/morning,51.4234440437232,7200,140,122
2007/09/26/afternoon,109.179577108075,9600,87,78
2007/09/27/morning,100.104461282437,7170,71,89
2007/09/27/afternoon,72.5662066313773,9600,132,170
2007/09/28/morning,49.2971062668886,7170,145,133
2007/09/28/afternoon,45.5789746048255,9600,210,209
2007/10/01/morning,65.2139322001636,7200,110,138
2007/10/01/afternoon,39.1283722892538,9600,245,189
2007/10/02/morning,36.0613254319477,7110,197,115
2007/10/02/afternoon,68.0221451856148,9600,141,111
2007/10/03/morning,58.1146274509973,7200,123,121
2007/10/03/afternoon,62.8549946468222,9600,152,150
2007/10/04/morning,38.0420075608845,7170,188,156
2007/10/04/afternoon,55.2938978759155,9600,173,140
2007/10/05/morning,68.3285160172774,7200,105,102
2007/10/05/afternoon,78.0011096498376,9600,123,141
2007/10/09/morning,80.4745942805499,7170,89,93
2007/10/09/afternoon,78.936580848425,9600,121,118
2007/10/10/morning,64.3119848038348,7200,111,66
2007/10/10/afternoon,85.92985792982,9600,111,94
2007/10/11/morning,82.3219301118129,7200,87,74
2007/10/11/afternoon,52.781229686972,9600,181,289
2007/10/12/morning,76.4236822127288,7200,94,105
2007/10/12/afternoon,52.9767188154583,9600,181,205
2007/10/15/morning,158.496617896781,7170,45,63
2007/10/15/afternoon,75.1218749741893,9600,127,106
2007/10/16/morning,43.9269051310973,7170,163,158
2007/10/16/afternoon,Inf,9600,0,139
2007/10/17/morning,31.9577046608035,7200,225,181
2007/10/17/afternoon,22.950573794658,9600,418,442
2007/10/18/morning,37.3702505593154,7200,192,171
2007/10/18/afternoon,34.7626945796516,9600,276,288
2007/10/19/morning,34.7514132516451,7140,205,188
2007/10/19/afternoon,31.3538103795453,9600,306,295
2007/10/22/morning,39.8256991859724,7020,176,210
2007/10/22/afternoon,51.5123038755858,9600,186,210
2007/10/23/morning,66.990521704122,7200,107,96
2007/10/23/afternoon,92.9893012373376,9600,103,102
2007/10/24/morning,69.4343330093211,7200,103,94
2007/10/24/afternoon,46.6307032949739,9600,205,268
2007/10/25/morning,33.6254174827029,7200,214,160
2007/10/25/afternoon,32.5429596650922,9600,294,298
2007/10/26/morning,43.9964599874905,7170,162,142
2007/10/26/afternoon,43.8398261885821,9600,218,208
2007/10/29/morning,44.1553325965467,7140,161,98
2007/10/29/afternoon,72.1022404136623,9600,133,187
2007/10/30/morning,89.238624653555,7170,80,113
2007/10/30/afternoon,57.3412477406738,9600,167,169
2007/10/31/morning,45.7216329083571,7200,157,123
2007/10/31/afternoon,51.244015650127,9600,187,178
2007/11/01/morning,61.3812933221204,7170,116,106
2007/11/01/afternoon,60.2359265454028,9600,159,140
2007/11/02/morning,35.9288067743966,7080,197,137
2007/11/02/afternoon,53.9945390538698,9600,177,204
2007/11/05/morning,57.2742211648385,7200,125,109
2007/11/05/afternoon,56.3109155217922,9600,170,184
2007/11/06/morning,49.6139235263633,7170,144,186
2007/11/06/afternoon,69.5067120260859,9600,138,170
2007/11/07/morning,87.4075588446812,7200,82,107
2007/11/07/afternoon,43.7141974801616,9600,219,258
2007/11/08/morning,38.658069879093,7080,183,173
2007/11/08/afternoon,36.5003561955686,9600,263,309
2007/11/09/morning,30.063431894752,7200,239,232
2007/11/09/afternoon,28.3391442356512,9600,338,359
2007/11/12/morning,26.1453973502026,7110,271,239
2007/11/12/afternoon,25.9271349865448,9571,369,399
2007/11/13/morning,24.2065032329471,7200,297,241
2007/11/13/afternoon,20.7978248578784,9600,461,494
2007/11/14/morning,31.9441953505316,7080,221,212
2007/11/14/afternoon,80.8138666943502,9600,118,144
2007/11/15/morning,59.0765340019066,7200,121,138
2007/11/15/afternoon,56.7276888014253,9600,169,234
2007/11/16/morning,26.8880544197642,7140,265,214
2007/11/16/afternoon,45.1515038387387,9570,211,229
2007/11/19/morning,25.0818202283455,7200,287,166
2007/11/19/afternoon,33.5437205504469,9600,286,308
2007/11/20/morning,28.5370972982326,7140,250,223
2007/11/20/afternoon,2881.16187664013,9600,3,415
2007/11/21/morning,26.2527111246468,7170,273,285
2007/11/21/afternoon,21.4315382641454,9600,447,509
2007/11/22/morning,14.7906372725554,7170,484,411
2007/11/22/afternoon,23.1338407150353,9570,413,438
2007/11/26/morning,45.277440926183,7144,157,168
2007/11/26/afternoon,36.7262139215667,9570,260,306
2007/11/27/morning,31.7607952401208,7080,222,167
2007/11/27/afternoon,20.8655916939772,9480,454,650
2007/11/28/morning,35.2948825921474,7200,203,164
2007/11/28/afternoon,36.1834529081065,9600,265,217
2007/11/29/morning,36.850685180747,7080,192,168
2007/11/29/afternoon,56.849135451389,9600,168,183
2007/11/30/morning,64.8695324908672,7200,110,130
2007/11/30/afternoon,59.8930720215615,9600,160,184
2007/12/03/morning,Inf,7200,0,76
2007/12/03/afternoon,99.9035219953156,9600,96,103
2007/12/04/morning,Inf,7200,0,64
2007/12/04/afternoon,Inf,9600,0,97
2007/12/05/morning,91.6929967122055,7200,78,74
2007/12/05/afternoon,Inf,9600,0,120
2007/12/06/morning,51.2366568251993,7140,139,95
2007/12/06/afternoon,Inf,9600,0,118
2007/12/07/morning,48.0394528445386,7170,149,71
2007/12/07/afternoon,Inf,9600,0,152
2007/12/10/morning,Inf,7200,0,87
2007/12/10/afternoon,Inf,9600,0,161
2007/12/11/morning,109.903030855359,7165,65,81
2007/12/11/afternoon,88.04646458766,9600,109,135
2007/12/12/morning,78.6419383807554,7080,90,113
2007/12/12/afternoon,Inf,9600,0,206
2007/12/13/morning,80.1688711262828,7170,89,165
2007/12/13/afternoon,Inf,9600,0,296
2007/12/14/morning,31.8687723500627,7186,225,262
2007/12/14/afternoon,28.2625665396496,9600,339,439
2007/12/17/morning,46.5707319820271,7170,153,145
2007/12/17/afternoon,17388.797541807,9571,0,253
2007/12/18/morning,30.9479405652854,7170,231,195
2007/12/18/afternoon,33.4230397244786,9571,286,356
2007/12/19/morning,68.0282954354298,7200,105,157
2007/12/19/afternoon,69.0960281780973,9600,138,185
2007/12/20/morning,71.5502398983702,7170,100,135
2007/12/20/afternoon,62.2933447042577,9600,154,214
2007/12/21/morning,35.2852800515583,7200,204,207
2007/12/21/afternoon,41.4763381683683,9600,231,234
2007/12/25/morning,43.5140474401673,7111,163,123
2007/12/25/afternoon,Inf,9600,0,64
2007/12/26/morning,97.2423486622548,7200,74,61
2007/12/26/afternoon,Inf,9600,0,67
2007/12/27/morning,Inf,7200,0,53
2007/12/27/afternoon,111.372557708841,9600,86,106
2007/12/28/morning,Inf,7740,0,180
