,243.00007418257817,116.86798962260964
2007/12/14/morning,41.84832498740545,19.84905896416674
2007/12/14/afternoon,27.12307773771096,29.373303939285748
2007/12/17/morning,63.373402415521866,26.42247223361013
2007/12/17/afternoon,34282.42861410856,4564.804504130609
2007/12/18/morning,38.0361262502441,22.83659136481792
2007/12/18/afternoon,25.26759173708413,40.96182130084675
2007/12/19/morning,74.13346598964017,61.42529529989619
2007/12/19/afternoon,27.21578631229345,99.15023419858414
2007/12/20/morning,65.03236287688452,77.93984143845739
2007/12/20/afternoon,36.735938601263285,83.5627278499135
2007/12/21/morning,52.520201890633956,13.125651763744415
2007/12/21/afternoon,57.704228454923516,23.532467499390812
2007/12/25/morning,20.159789194644546,65.57061814982038
2007/12/25/afternoon,Infinity,Infinity
2007/12/26/morning,53.71898251082627,136.72870538725635
2007/12/26/afternoon,Infinity,Infinity
2007/12/27/morning,Infinity,Infinity
2007/12/27/afternoon,92.18518819108198,129.25354535301403
2007/12/28/morning,Infinity,Infinity
