,p_UU,p_UD,p_DU,p_DD
2007/01/04/morning,-0.9954838247431413,0.9954838776389002,0.999999999990553,-3.813060479584962e-7
2007/01/05/morning,-1.0393622341698785e-21,1.0000000000000087,0.0884906007862143,-0.08848530736236318
2007/01/05/afternoon,-0.9969709629389284,0.9969709707452713,0.9999999999572599,1.9011275109726e-7
2007/01/09/morning,-5.480707904263835e-6,6.5185358968597504e-6,0.9999999999999973,1.1370670764253555e-34
2007/01/09/afternoon,-0.9595244471873664,0.9595244011304634,1.0000000000000784,-1.854027072978326e-7
2007/01/10/morning,3.7412372938377614e-28,0.999999999999991,0.0024051203234701176,-0.002405120318214402
2007/01/10/afternoon,7.102488454036049e-6,0.9999929610932042,0.9999769318978803,0.000023059176180839636
2007/01/11/morning,5.106640801666451e-6,0.9999948975253882,0.9999982845075038,1.7269143081088956e-6
2007/01/11/afternoon,-1.3408263388470232e-10,0.999999999999982,0.9382283590059747,-0.9382276868614244
2007/01/12/morning,-0.7115870654270445,0.7115870806370199,1.0000000000000224,-3.4045479102573495e-8
2007/01/12/afternoon,-1.0000002044827745,0.9999999996714973,0.9999716421115393,-0.9999716433348718
2007/01/15/morning,-0.9581926841527679,0.9594233888421309,0.9999999999999899,1.0342145008168657e-6
2007/01/15/afternoon,7.188006260872015e-6,0.9999999989072773,0.9999965262389923,-0.9987962877373671
2007/01/16/morning,-0.7297686754591857,0.7297687653706844,1.000000000000001,1.0924088300612311e-9
2007/01/16/afternoon,0.000020370518992507414,0.9999999969539894,0.9999837910498948,-0.99998250674068
2007/01/17/morning,-1.605462636167232e-7,0.9999999999999438,0.9853315899901882,-0.9853318544220809
2007/01/17/afternoon,-0.2962520266181617,0.30796051162206317,0.9999999999999332,0.09070332956547489
2007/01/18/morning,-0.1461140916976912,0.14611410581556777,1.0000000000000284,-1.6166245149954692e-14
2007/01/18/afternoon,-0.9999982537325638,0.9999983704139088,0.999999392519471,5.589166336417151e-7
2007/01/19/morning,-1.119815085104392e-8,0.999999999999922,0.8759353438655509,-0.8759311698022539
2007/01/19/afternoon,-0.9973723376842162,0.9973737785487786,1.0000000000000246,-1.473757615944038e-8
2007/01/22/morning,-1.4402811832070483e-8,1.0000000000000304,0.9092131108611587,-0.9092131139630163
2007/01/22/afternoon,-0.9999998555511246,1.0000000000000009,0.9999981190347527,-0.9992864759561149
2007/01/23/morning,-1.0000002021857768,0.9999999999998505,0.9999965282987834,-0.9999965353183509
2007/01/23/afternoon,-0.562354065510232,0.630033197945981,0.9999999999999715,-4.8071602698485094e-8
2007/01/24/morning,-0.9999949666365007,0.9999953120419287,1.0000000000000226,-0.9999998253115099
2007/01/24/afternoon,-1.000000033476072,0.9999999999999637,0.9999999456120029,-0.9999998650247023
2007/01/25/morning,-1.4690557659235992e-9,0.9999999999999368,0.780329434838829,-0.7803272366576189
2007/01/25/afternoon,-1.4225501987485956e-7,1.0000000000000155,0.9920009599743917,-0.9918374626133453
2007/01/26/morning,-1.0000002281855496,0.9999999999999903,0.9999761231363674,-0.9999761276595018
2007/01/26/afternoon,-1.0000000448551607,0.999999994264217,0.999999998546414,-1.0000000299383276
2007/01/29/morning,-0.9138008884904983,0.9147089370878029,1.0000000000000253,4.25352457722461e-6
2007/01/29/afternoon,-0.9999968028324648,0.9999968614482134,0.9999999999998834,-0.9999997439304751
2007/01/30/morning,-0.9999969256722614,0.9999978251497115,0.9999999999999233,-0.9999942496793027
2007/01/30/afternoon,-0.9998516477354239,0.9999999999998878,0.9999998386278535,-0.9999998202917504
2007/01/31/morning,9.90210517748391e-13,1.0000000000000275,0.23719004011600192,-0.22770159863195455
2007/01/31/afternoon,1.1270847899425007e-7,0.9999999003810671,0.9999962972604293,3.679244453103081e-6
2007/02/01/morning,-0.9451668386916785,0.9455115526115254,1.0000000000000346,1.5302032363440077e-7
2007/02/01/afternoon,-0.9200087579112173,0.9382518441096735,0.9999999999999486,5.979477013529078e-8
2007/02/02/morning,-0.9987000308187172,0.9987329467915977,0.9999999999999489,-2.8374116789464665e-7
2007/02/02/afternoon,-0.9999952554342628,1.0000000000000346,0.9999936600249385,-0.9999936547823601
2007/02/05/morning,-1.5390685059735176e-8,0.9999999999999671,0.6574078036979034,-0.6573060799370407
2007/02/05/afternoon,7.819743198522744e-7,0.9999999999999873,0.9963807721703853,-0.9962133131518351
2007/02/06/morning,-0.9999002327491003,0.9999999968918206,0.9999999999964861,-0.9999966781355094
2007/02/06/afternoon,-0.9917840698958815,0.9999569390847441,0.9999999999982918,-3.1046925252908864e-8
2007/02/07/morning,5.158888116696403e-8,0.9999999999999216,0.7209986972063558,-0.6847209090114794
2007/02/07/afternoon,-0.9942537852053085,0.9942830340729543,1.0000000000000187,3.839112328041239e-8
2007/02/08/morning,-1.0000000072909232,0.9999999999982725,0.9999988274373705,-0.9999988304649104
2007/02/08/afternoon,-1.7570773724884248e-9,1.0000000000000084,0.999425510017473,-0.9994250109526165
2007/02/09/morning,-0.41691143693697136,0.5372709212871687,1.0000000000000406,-1.348271339018936e-8
2007/02/09/afternoon,-0.16688073065609538,0.18754110995403667,0.9999999999999852,2.596782364198925e-15
2007/02/13/morning,-0.01453029640461003,0.014530296333435356,1.0000000000000224,1.1623109118038728e-24
2007/02/13/afternoon,-0.9953328707816432,0.9953929309941093,0.9999999999999164,-1.9244155158304466e-8
2007/02/14/morning,-0.5665345248326193,0.6145772106878278,0.999999999999984,-1.1204930538966096e-8
2007/02/14/afternoon,-0.6815116295919958,0.6815116279496929,0.9999999999999951,-1.8697304815518123e-7
2007/02/15/morning,4.83370439385844e-6,0.9999999999999226,0.9902764446411731,-0.990243238989691
2007/02/15/afternoon,-0.9999998670608193,0.9999999535085478,0.9999999999997987,-0.9999998895672619
2007/02/16/morning,-0.9999998759360368,0.9999999912382908,0.9999999999999936,-0.9999225497435951
2007/02/16/afternoon,-1.0000000011449697,0.9999999984134824,0.9999999999986389,-1.000000002890703
2007/02/19/morning,-0.43715456827768956,0.5739239837517218,1.0000000000000009,0.0060584923715130135
2007/02/19/afternoon,-1.000000005657079,0.9999999999940801,0.9999999976971856,-1.0000000242924207
2007/02/20/morning,0.0002867080339402639,0.9999999999999007,0.21412455068028435,-0.12757532150642997
2007/02/20/afternoon,-0.03709768634186026,0.03817240731911446,0.9999999999999483,6.988331010457501e-22
2007/02/21/morning,-0.9636688947071101,0.9650172299836829,1.000000000000015,1.1252950593565458e-7
2007/02/21/afternoon,-6.821680509361272e-8,1.0000000000001357,0.9943325041070444,-0.9943204254786685
2007/02/22/morning,-0.5151160743219844,0.5802333086960529,0.9999999999999034,-1.1992473791799796e-8
2007/02/22/afternoon,-1.0000000434674254,0.9999999999028545,0.9999999999270035,-1.00000001059258
2007/02/23/morning,-0.9998683720626055,0.9998850045657799,0.9999999999999718,9.15085984765085e-9
2007/02/23/afternoon,-0.4595032468864017,0.49667901051519836,0.9999999999999656,8.714158117317794e-7
2007/02/26/morning,-0.999020082461285,0.9990423623656604,0.9999999999999261,-7.493320763884981e-7
2007/02/26/afternoon,-3.3013540789994522e-9,1.0000000000000058,0.8829836464842493,-0.8733857158829804
2007/02/27/morning,-0.9999999994229362,0.9999999998993018,0.999999855979058,-0.9999998792048564
2007/02/27/afternoon,1.5074096484934962e-14,1.0000000000000582,0.27167544135401633,-0.27167483640835
2007/02/28/morning,-0.9995577262891371,0.9995577151370981,0.9999999996422594,3.663320169433604e-8
2007/02/28/afternoon,-0.9982174493888183,0.9982174498857118,0.9999999999868064,9.88060685602754e-7
2007/03/01/morning,0.00011807847039482788,0.9998819216818501,0.43192375013106227,0.5680762470341333
2007/03/01/afternoon,0.07050890334116688,0.9294911487712425,0.9385876899012606,0.06141229473951215
2007/03/02/morning,0.00037186673399906833,0.9996281329544912,0.6772194190130941,0.32278057116353975
2007/03/02/afternoon,0.003934813315158547,0.9965721036664865,0.8169392739697509,0.18312548836616038
2007/03/05/morning,0.47323310789456186,0.5267668801612292,0.9980833993633207,0.0019165964785298473
