"","Averege.Pieces.of.One.Market.Buy.Order","Averege.Pieces.of.One.Market.sell.Order","Averege.Pieces.of.One.limit.Buy.Order","Averege.Pieces.of.One.limit.sell.Order","r^U_B","r^U_A","r^D_B","r^D_A","lambda_B","lambda_A","mu_A","mu_B"
"2007/01/18/morning",10.6723404255319,10.9793621013133,10.0707773512476,9.34028484231943,42.4174757281553,436.563106796117,379.433962264151,47.3867924528302,5.82986111111111,5.10083333333333,6.92819444444444,5.60555555555556
"2007/01/18/afternoon",12.813622754491,11.9377657518361,9.66804502641856,10.7357802625182,42.4174757281553,436.563106796117,379.433962264151,47.3867924528302,4.38385416666667,4.60072916666667,5.42260416666667,5.10875
"2007/01/19/morning",13.007472826087,12.8097982708934,9.15414634146341,9.50849552054371,51.2886597938144,458.298969072165,445.511111111111,46.6777777777778,3.90958333333333,4.27486111111111,4.58736111111111,5.54166666666667
"2007/01/19/afternoon",12.1841441441441,12.3271070615034,9.14645632210972,9.04409672830725,51.2886597938144,458.298969072165,445.511111111111,46.6777777777778,4.04635416666667,3.97375,5.15375,4.56197916666667
"2007/01/22/morning",8.41539763113367,7.75916870415648,5.73312765136907,5.66795366795367,36.0943396226415,575.698113207547,579.470588235294,27.6274509803922,2.07336122733612,2.04741980474198,2.10460251046025,2.52398884239888
"2007/01/22/afternoon",9.97582547169811,10.3591916558018,6.31893572909468,6.89969188634029,36.0943396226415,575.698113207547,579.470588235294,27.6274509803922,1.90489583333333,2.099375,2.39364583333333,2.3859375
"2007/01/23/morning",10.4255079006772,10.6777275012569,6.78782557799239,7.42824226464779,42.3846153846154,497.5,421.130434782609,43.5652173913044,3.22138888888889,3.13430555555556,3.76458333333333,4.07166666666667
"2007/01/23/afternoon",10.3653012048193,9.03638368246968,7.55635216518497,7.05975339867215,42.3846153846154,497.5,421.130434782609,43.5652173913044,2.7446875,2.32604166666667,3.10989583333333,2.76833333333333
"2007/01/24/morning",14.960553633218,12.3595425303788,8.3257328990228,6.95020615287028,44.6363636363636,712.945454545455,728.470588235294,53.4509803921569,3.20881573441205,3.05677221369787,4.09234202817687,3.69981866369089
"2007/01/24/afternoon",14.6903729401561,14.4793774319066,8.88084112149533,8.55476472914195,44.6363636363636,712.945454545455,728.470588235294,53.4509803921569,2.375625,2.25364583333333,2.62385416666667,2.93666666666667
"2007/01/25/morning",11.8191230207065,12.3500753390256,8.10957583547558,7.93218806509946,47.5797101449275,390.579710144928,524.916666666667,47.9722222222222,3.50513888888889,3.65541666666667,3.80111111111111,4.66430555555556
"2007/01/25/afternoon",11.5120949338202,12.4805447470817,8.993961352657,10.4003224073079,47.5797101449275,390.579710144928,524.916666666667,47.9722222222222,3.87864583333333,4.03229166666667,4.38322916666667,4.86447916666667
"2007/01/26/morning",11.9085477941176,12.6021173356859,8.71658615136876,8.45413618458075,39.8333333333333,507.974358974359,415.961038961039,48.2207792207792,4.51083333333333,4.17305555555556,4.97111111111111,5.69083333333333
"2007/01/26/afternoon",13.6292534281361,14.3329864724246,8.8115024766098,8.05480953685941,39.8333333333333,507.974358974359,415.961038961039,48.2207792207792,3.33552083333333,3.06166666666667,3.86177083333333,4.03822916666667
"2007/01/29/morning",12.0103370786517,11.9079616036138,7.45247877293892,7.95180722891566,55.3098591549296,452.746478873239,514.557142857143,47.7714285714286,3.77902777777778,3.66666666666667,5.06083333333333,4.11222222222222
"2007/01/29/afternoon",14.9252077562327,12.6528436018957,8.46923076923077,8.21057818659658,55.3098591549296,452.746478873239,514.557142857143,47.7714285714286,2.7525,2.6034375,3.313125,3.29
"2007/01/30/morning",17.6688364524003,12.5402298850575,8.5469696969697,7.40577249575552,63.5625,680.25,582.402597402597,49.2467532467532,3.13388888888889,3.02916666666667,3.94375,3.65625
"2007/01/30/afternoon",15.6650273224044,14.2700421940928,9.20526744501765,9.27143652561247,63.5625,680.25,582.402597402597,49.2467532467532,3.5315625,3.4690625,4.0978125,4.405625
"2007/01/31/morning",10.8845350052247,10.759798633585,7.46690083761146,8.00835804799137,40.9354838709677,411.41935483871,380.530303030303,44.3939393939394,3.83819444444444,4.12541666666667,4.07388888888889,5.51583333333333
"2007/01/31/afternoon",14.0248290752069,14.5444366689993,9.5742654508612,10.1481481481481,40.9354838709677,411.41935483871,380.530303030303,44.3939393939394,4.92177083333333,4.50958333333333,5.3359375,5.82322916666667
"2007/02/01/morning",15.3978321959053,9.28743131868132,8.93005050505051,7.34155098133078,54.3783783783784,631.378378378378,531.704225352113,33.5633802816901,4.91152777777778,4.26013888888889,6.44277777777778,5.33569444444444
"2007/02/01/afternoon",13.8635496183206,12.2821088053842,9.01001177856302,7.88914483155773,54.3783783783784,631.378378378378,531.704225352113,33.5633802816901,3.18729166666667,2.8540625,3.95145833333333,3.39010416666667
"2007/02/02/morning",11.7861936720997,11.7706698853349,7.67801763453937,7.30044699872286,40.9285714285714,604.3,524.87323943662,50.9859154929577,3.50736111111111,3.17569444444444,4.35513888888889,3.91194444444444
"2007/02/02/afternoon",15.7122015915119,13.5330739299611,9.5266106442577,9.03427672955975,40.9285714285714,604.3,524.87323943662,50.9859154929577,3.1884375,2.99260416666667,3.53885416666667,4.0790625
"2007/02/05/morning",10.4150731158605,13.2323022010708,8.48323599394333,9.43417159763314,31.8641975308642,413.135802469136,568.438202247191,39.9775280898876,5.44694444444444,5.31458333333333,5.44388888888889,7.68208333333333
"2007/02/05/afternoon",11.6990291262136,13.3287419651056,8.53470715835141,9.43428403410762,31.8641975308642,413.135802469136,568.438202247191,39.9775280898876,3.27875,3.34229166666667,3.66666666666667,4.2609375
"2007/02/06/morning",12.3909090909091,11.2621990891347,7.72740851381628,6.87944590041183,61.5813953488372,652.06976744186,578.277777777778,78.7777777777778,2.87416666666667,2.55208333333333,3.20708333333333,3.41208333333333
"2007/02/06/afternoon",14.4230769230769,11.2414565826331,8.43238095238095,8.11737804878049,61.5813953488372,652.06976744186,578.277777777778,78.7777777777778,2.766875,2.7734375,3.31041666666667,3.08447916666667
"2007/02/07/morning",13.0630498533724,13.0211915233906,8.33989218328841,9.386709367494,51.890243902439,539.975609756098,515.2625,56.8,4.29736111111111,4.885,5.07611111111111,5.91791666666667
"2007/02/07/afternoon",14.9721669980119,15.0776595744681,8.96188283448452,8.20326975476839,51.890243902439,539.975609756098,515.2625,56.8,3.64916666666667,3.13604166666667,4.365625,4.06604166666667
"2007/02/08/morning",14.1077235772358,10.5135253054101,8.74618805590851,6.27998886724186,43.566265060241,430.180722891566,543.715909090909,46.8181818181818,3.84002789400279,3.14700139470014,3.75536959553696,4.79232914923291
"2007/02/08/afternoon",12.7317939609236,14.7692971108236,7.9345148044089,8.82023809523809,43.566265060241,430.180722891566,543.715909090909,46.8181818181818,3.82427083333333,3.85885416666667,4.35802083333333,4.976875
"2007/02/09/morning",13.1096374889478,13.6576158940397,8.37620396600567,8.45332050048123,51.6923076923077,569.846153846154,515.554347826087,42,4.10666666666667,3.65958333333333,5.22194444444444,4.14013888888889
"2007/02/09/afternoon",15.2527233115468,12.5868772782503,9.67533539731682,9.04827586206897,51.6923076923077,569.846153846154,515.554347826087,42,4.88302083333333,3.96333333333333,5.64354166666667,4.7625
"2007/02/13/morning",10.3337679269883,10.9065170940171,7.39713896457766,8.5,50.0987654320988,498.925925925926,453.253012048193,41.8674698795181,4.52458333333333,3.89583333333333,5.89875,4.16805555555556
"2007/02/13/afternoon",12.7076923076923,14.0237717908082,8.68803622497617,9.61805753346625,50.0987654320988,498.925925925926,453.253012048193,41.8674698795181,3.79739583333333,3.51760416666667,4.43916666666667,4.17104166666667
"2007/02/14/morning",12.3359183673469,12.3429819770617,8.38734392735528,8.09715142428786,46.7377049180328,723.311475409836,550.520833333333,39.5416666666667,4.10513888888889,3.75055555555556,5.18375,4.14305555555556
"2007/02/14/afternoon",12.513916500994,16.4726530612245,8.2576900754498,9.39645776566758,46.7377049180328,723.311475409836,550.520833333333,39.5416666666667,2.96416666666667,2.87375,3.67989583333333,3.00479166666667
"2007/02/15/morning",11.9579234972678,12.2876595744681,8.78365831012071,8.74050822122571,52.3275862068966,620.310344827586,549.639344262295,47.4754098360656,3.9581589958159,4.07768479776848,4.50125523012552,5.38758716875872
"2007/02/15/afternoon",14.341449603624,17.3135095447871,7.82861072902338,9.09264389042782,52.3275862068966,620.310344827586,549.639344262295,47.4754098360656,2.96427083333333,3.07729166666667,3.805625,3.503125
"2007/02/16/morning",11.5932114882507,12.3689138576779,6.95776818742293,7.95987361769352,28.921568627451,573.098039215686,626.36,36.06,3.13486111111111,3.49902777777778,4.26958333333333,3.72486111111111
"2007/02/16/afternoon",11.4073319755601,14.973442288049,7.04955290611028,7.20367102012001,28.921568627451,573.098039215686,626.36,36.06,1.9709375,2.12583333333333,2.54166666666667,2.33520833333333
"2007/02/19/morning",11.6090909090909,12.1297420333839,7.49032648125756,8.10364145658263,55.2380952380952,738.571428571429,714.794117647059,37,3.44138888888889,3.21444444444444,4.39152777777778,3.45222222222222
"2007/02/19/afternoon",12.065339141257,13.7810218978102,7.296,8.5980007140307,55.2380952380952,738.571428571429,714.794117647059,37,1.995,2.50864583333333,2.83541666666667,2.3515625
"2007/02/20/morning",10.646529562982,12.9829721362229,7.3861137291863,8.73451623702712,50.078431372549,642.78431372549,482.589743589744,73,3.26527777777778,3.62361111111111,3.63888888888889,4.94708333333333
"2007/02/20/afternoon",11.6020278833967,11.8254326561324,7.35332807156012,7.49551435406699,50.078431372549,642.78431372549,482.589743589744,73,2.91145833333333,2.6109375,3.80083333333333,2.73197916666667
"2007/02/21/morning",10.6741308190925,11.0526711813394,6.85022890778286,7.24405218726017,49.9724770642202,456.082568807339,457.134615384615,51.1538461538462,2.90944444444444,2.62194444444444,3.50847222222222,3.16583333333333
"2007/02/21/afternoon",13.3076638282118,13.998613037448,9.23978723404255,10.2219369894982,49.9724770642202,456.082568807339,457.134615384615,51.1538461538462,4.52364583333333,4.56260416666667,5.02895833333333,5.61479166666667
"2007/02/22/morning",15.7028901734104,11.7488687782805,8.47047075606277,8.40705958549223,63.6666666666667,713.543859649123,698.767857142857,40.7857142857143,4.14072524407252,3.6207810320781,5.01324965132496,4.20990237099024
"2007/02/22/afternoon",17.3593380614657,14.5083832335329,9.72552783109405,8.73356164383562,63.6666666666667,713.543859649123,698.767857142857,40.7857142857143,3.166875,2.65645833333333,3.12125,3.66458333333333
"2007/02/23/morning",11.2785602503912,11.5724258289703,7.32921810699589,7.88441890166028,66.0416666666667,611.777777777778,553.388888888889,52.1805555555556,3.46305555555556,3.42972222222222,4.135,3.86583333333333
"2007/02/23/afternoon",12.6301067353699,15.5706806282723,8.44820489366568,9.34112530578962,66.0416666666667,611.777777777778,553.388888888889,52.1805555555556,3.84833333333333,3.57979166666667,4.86947916666667,3.91802083333333
"2007/02/26/morning",10.5861696380335,14.21251149954,6.13964262078094,8.16339607529035,38.3472222222222,482.361111111111,524.243902439024,49.8292682926829,2.57694444444444,2.83111111111111,3.55680555555556,2.89097222222222
"2007/02/26/afternoon",10.9712115153938,11.64111747851,8.29280038526366,8.89766081871345,38.3472222222222,482.361111111111,524.243902439024,49.8292682926829,3.5875,3.80375,3.9828125,4.5765625
"2007/02/27/morning",12.100347739692,12.9363484087102,7.9445412311266,9.3563681437868,34.0135135135135,462.243243243243,515.97619047619,47.2261904761905,3.80013888888889,4.19347222222222,4.93194444444444,4.6775
"2007/02/27/afternoon",10.4503602882306,11.8713235294118,8.05010064862447,9.01376037959668,34.0135135135135,462.243243243243,515.97619047619,47.2261904761905,3.74916666666667,3.95760416666667,3.89927083333333,5.0334375
"2007/02/28/morning",12.7316258351893,13.4896626768226,10.9293667940834,12.1954832881662,47.3840579710145,365.427536231884,351.856115107914,39.9064748201439,9.36780626780627,9.61566951566952,11.9944444444444,10.8576923076923
"2007/02/28/afternoon",14.751329787234,15.0898423175651,9.27417291171632,10.1542844619768,47.3840579710145,365.427536231884,351.856115107914,39.9064748201439,5.2853125,4.82645833333333,6.17854166666667,6.0225
"2007/03/01/morning",9.02702702702703,8.87155963302752,13.1087202718007,13.3860561914672,19.6101694915254,94.8135593220339,90,17.811320754717,1.60763888888889,1.78666666666667,1.72583333333333,1.80611111111111
"2007/03/01/afternoon",9.17832167832168,9.71886120996441,14.8103448275862,14.3072078376487,19.6101694915254,94.8135593220339,90,17.811320754717,1.96854166666667,2.1296875,2.21989583333333,2.0559375
"2007/03/02/morning",9,8.45578231292517,13.2661804922516,15.1532198371577,15.1833333333333,104.65,89.5576923076923,11.4038461538462,2.02125,2.84333333333333,2.765,2.20111111111111
"2007/03/02/afternoon",8.05172413793103,6.7811320754717,10.7658495350803,12.9538228614686,15.1833333333333,104.65,89.5576923076923,11.4038461538462,1.32666666666667,1.7825,1.77510416666667,1.41739583333333
"2007/03/05/morning",7.6437908496732,5.35844155844156,9.87303058387396,14.2362369337979,16.7010309278351,125.505154639175,68.1710526315789,8.23684210526316,1.49831223628692,2.8732770745429,2.98270042194093,1.45260196905767
"2007/03/05/afternoon",7.6056338028169,5.42356241234222,9.73997641509434,13.6873459326212,16.7010309278351,125.505154639175,68.1710526315789,8.23684210526316,1.72072916666667,3.4703125,3.2103125,1.8425
"2007/03/06/morning",7.88745387453875,7.39583333333333,11.3513182096873,13.4888380080137,13.972972972973,159.567567567568,68.5942028985507,11.2463768115942,2.57138888888889,3.27291666666667,3.78611111111111,2.59194444444444
"2007/03/06/afternoon",8.41648106904232,6.42581888246628,7.32771260997067,13.8030480656506,13.972972972973,159.567567567568,68.5942028985507,11.2463768115942,1.04114583333333,2.45291666666667,2.54416666666667,1.17666666666667
"2007/03/07/morning",4.90318302387268,7.38288288288288,11.18853974122,14.5792915531335,18.0315789473684,188.673684210526,174.046511627907,15.4651162790698,2.5326359832636,3.73124128312413,3.1465829846583,3.19093444909345
"2007/03/07/afternoon",7.48059701492537,9.30396902226525,14.5319531953195,15.3406335549472,18.0315789473684,188.673684210526,174.046511627907,15.4651162790698,3.36354166666667,4.08604166666667,4.09677083333333,3.53697916666667
"2007/03/08/morning",12.2554545454545,11.8051689860835,11.5618852459016,12.4760116812683,32.4135802469136,248.530864197531,206.021739130435,25.7608695652174,3.91819444444444,4.15347222222222,4.865,4.02555555555556
"2007/03/08/afternoon",12.9296325254105,11.181459566075,10.3290653008963,9.96638655462185,32.4135802469136,248.530864197531,206.021739130435,25.7608695652174,5.041875,4.4475,5.97979166666667,4.72875
"2007/03/09/morning",11.493705341953,11.5578947368421,9.71589008363202,9.36538461538461,34.156862745098,370,337.340659340659,47.4725274725275,5.64736111111111,5.47875,6.26722222222222,6.62875
"2007/03/09/afternoon",11.5854419410745,11.3707085463842,8.71656817684395,9.12756909992913,34.156862745098,370,337.340659340659,47.4725274725275,4.14854166666667,4.0246875,4.8796875,4.53677083333333
"2007/03/12/morning",9.89928909952607,9.44306930693069,6.7216153591526,7.14433992864093,37.4302325581395,319.046511627907,332.936708860759,34.8987341772152,2.83207810320781,3.07196652719665,3.45216178521618,3.74686192468619
"2007/03/12/afternoon",10.3752196836555,10.2587614018243,7.59219203376418,7.61569073337123,37.4302325581395,319.046511627907,332.936708860759,34.8987341772152,2.998125,2.79083333333333,3.42666666666667,3.3365625
"2007/03/13/morning",11.1075837742504,10.4896725440806,7.51782992989942,7.88830486202365,31.0084033613445,352.201680672269,346.645669291339,37.4566929133858,3.42583333333333,3.335,3.90069444444444,4.29166666666667
"2007/03/13/afternoon",13.0227780259044,13.5915205870363,8.84643114635905,8.75182998819362,31.0084033613445,352.201680672269,346.645669291339,37.4566929133858,3.834375,3.86083333333333,4.44197916666667,4.908125
"2007/03/14/morning",13.5466666666667,13.9381655788389,10.6359853121175,9.8989898989899,37.9758064516129,380.322580645161,337.129032258065,36.3306451612903,6.16283687943262,5.83829787234043,6.74014184397163,8.00893617021277
"2007/03/14/afternoon",13.9864130434783,12.8644304682041,10.2686138376825,9.61757719714964,37.9758064516129,380.322580645161,337.129032258065,36.3306451612903,4.46791666666667,4.63947916666667,5.5153125,5.49604166666667
"2007/03/15/morning",11.8896271686969,10.6694323144105,8.58617908039796,8.49595250944414,35.9393939393939,344.717171717172,375.267326732673,29.7029702970297,4.47226890756303,4.40980392156863,6.13529411764706,4.81316526610644
"2007/03/15/afternoon",13.5143475906876,12.583217431618,9.14021236046828,8.16935904116727,35.9393939393939,344.717171717172,375.267326732673,29.7029702970297,3.49708333333333,3.26604166666667,3.89052083333333,4.20010416666667
"2007/03/16/morning",12.4188458070334,12.0818011257036,8.95380223202699,9.3326597625663,32.4444444444444,396.965277777778,357.652173913043,43.8913043478261,4.79152777777778,5.13166666666667,5.75194444444444,6.09194444444444
"2007/03/16/afternoon",12.3171581769437,12.6799658022229,9.74049555513524,9.60813378943368,32.4444444444444,396.965277777778,357.652173913043,43.8913043478261,5.364375,5.26645833333333,6.4953125,6.35083333333333
"2007/03/19/morning",11.5076873798847,11.3644242674371,9.63822843822844,8.87984981226533,39.6862745098039,384.264705882353,318.752577319588,41.1752577319588,5.74277777777778,4.92708333333333,7.03708333333333,5.77597222222222
"2007/03/19/afternoon",12.4426825239511,12.0208429828624,8.70022675736961,9.24634448574969,39.6862745098039,384.264705882353,318.752577319588,41.1752577319588,3.99666666666667,3.88635416666667,5.34083333333333,4.14770833333333
"2007/03/20/morning",11.5229681978799,11.4782003710575,8.10040705563094,7.97516556291391,41.825,361.75,354.45,46.35,4.16317991631799,4.03096234309623,5.01882845188284,4.89414225941423
"2007/03/20/afternoon",13.0921945701357,12.7905894519131,8.41278065630397,8.66010575793185,41.825,361.75,354.45,46.35,3.044375,3.07072916666667,3.6921875,3.65291666666667
"2007/03/22/morning",12.1595253790376,11.1106693174288,7.14913763949949,7.39180706970598,32.8,420.48,426.352941176471,32.8235294117647,2.9732770745429,3.14697609001406,3.42348804500703,3.52011251758087
"2007/03/22/afternoon",12.5890937019969,10.5657894736842,7.11471698113208,7.48380427291523,32.8,420.48,426.352941176471,32.8235294117647,1.96395833333333,2.26229166666667,2.50645833333333,2.46114583333333
"2007/03/23/morning",11.3879120879121,11.4331382260243,7.51197263397948,7.58716089175396,36.6760563380282,402.112676056338,361.583333333333,42.5972222222222,3.66,3.92319444444444,4.24763888888889,5.22763888888889
"2007/03/23/afternoon",12.6826775677057,12.5104510451045,8.52980665950591,8.52043301759134,36.6760563380282,402.112676056338,361.583333333333,42.5972222222222,3.30885416666667,3.27947916666667,3.94760416666667,3.68135416666667
"2007/03/26/morning",8.99332929047908,8.83333333333333,6.58165548098434,6.79166666666667,33.078125,523.734375,345.894736842105,32.4210526315789,2.86027777777778,2.89777777777778,3.06916666666667,3.75208333333333
"2007/03/26/afternoon",11.680412371134,10.4937541091387,6.87711257519335,6.91044776119403,33.078125,523.734375,345.894736842105,32.4210526315789,2.50083333333333,2.26677083333333,3.0471875,2.54083333333333
"2007/03/27/morning",9.21070878274268,8.68109339407745,6.52001053185887,6.0736690647482,27.2087912087912,379.10989010989,441.273684210526,33.6736842105263,3.45273284997211,2.94283324037925,4.44492470719465,3.17916899051868
"2007/03/27/afternoon",11.3670428893905,10.7585499316005,7.83398392652124,7.51503675651593,27.2087912087912,379.10989010989,441.273684210526,33.6736842105263,3.55385416666667,3.5140625,3.83541666666667,4.78677083333333
"2007/03/28/morning",8.04081632653061,9.18921568627451,7.02188121625462,7.04966571155683,28.2797202797203,335.916083916084,397.064935064935,26.5779220779221,3.43194444444444,3.07541666666667,3.47833333333333,3.92638888888889
"2007/03/28/afternoon",11.0436331255565,11.2468085106383,8.76335059832113,8.8551637279597,28.2797202797203,335.916083916084,397.064935064935,26.5779220779221,5.11104166666667,5.12677083333333,5.66489583333333,6.61520833333333
"2007/03/29/morning",9.31460213289582,9.55244479495268,7.43296165352189,7.80782217220034,34.8360655737705,315.647540983607,320.974358974359,32.991452991453,3.8118549511855,3.87015341701534,4.578940027894,4.90641562064156
"2007/03/29/afternoon",10.4256365740741,10.8460534898891,8.84862385321101,8.64952178533475,34.8360655737705,315.647540983607,320.974358974359,32.991452991453,4.63605015673981,4.25245559038663,5.31358411703239,5.08432601880878
"2007/03/30/morning",10.1116236162362,8.46890380313199,7.24947209653092,7.2430387409201,34.2236842105263,336.618421052632,365.625,29.4125,3.33777777777778,3.32375,4.30305555555556,3.90069444444444
"2007/03/30/afternoon",9.73658051689861,12.2445278298937,7.41257934218119,7.33185980423113,34.2236842105263,336.618421052632,365.625,29.4125,2.67625,2.41875,2.97520833333333,3.10260416666667
"2007/04/02/morning",11.6670637284098,8.35717326521924,7.51217339667458,7.34320402724312,26.5769230769231,346.476923076923,422.260606060606,40.8181818181818,3.51402777777778,3.44416666666667,4.075,4.10777777777778
"2007/04/02/afternoon",10.8463986115129,13.2451440053583,9.83141691394659,10.8392857142857,26.5769230769231,346.476923076923,422.260606060606,40.8181818181818,5.52197916666667,6.70229166666667,6.3640625,8.60354166666667
"2007/04/03/morning",9.24977334542158,8.6903052064632,7.87389770723104,7.16959553695955,34.88,421.266666666667,365.205882352941,40.9705882352941,3.73598326359833,3.58479776847978,4.47266387726639,4.31422594142259
"2007/04/03/afternoon",10.7822850762933,10.5395439107229,8.03206854345165,8.11816958277254,34.88,421.266666666667,365.205882352941,40.9705882352941,3.4178125,3.1415625,4.26572916666667,3.5971875
"2007/04/04/morning",11.5989956958393,10.3942093541203,9.00179303278689,7.87490561288699,30.3114754098361,416.655737704918,394.7,29.4166666666667,4.92198879551821,4.38193277310924,6.01204481792717,5.20518207282913
"2007/04/04/afternoon",10.1981042654028,11.8993197278912,7.8402278177458,8.3514631043257,30.3114754098361,416.655737704918,394.7,29.4166666666667,2.72447916666667,2.73510416666667,3.34416666666667,2.98229166666667
"2007/04/05/morning",9.86905790838375,11.24298160697,8.27457733249843,8.348802837718,29.3157894736842,382.789473684211,402.849056603774,30.9056603773585,3.67069444444444,3.92277777777778,4.64263888888889,4.6125
"2007/04/05/afternoon",11.9186767746382,11.8268467037331,7.52780620948482,7.07025065963061,29.3157894736842,382.789473684211,402.849056603774,30.9056603773585,2.29833333333333,2.23302083333333,2.7953125,2.47989583333333
"2007/04/06/morning",10.7125658389767,7.96147186147186,6.61172529313233,5.82650739476678,25,515.969696969697,396.028571428571,26.2857142857143,2.74111111111111,2.84527777777778,3.25430555555556,3.71263888888889
"2007/04/06/afternoon",10.7172167707404,8.02863602110023,6.93356918238994,6.50291715285881,25,515.969696969697,396.028571428571,26.2857142857143,1.83739583333333,1.7415625,2.165,1.85760416666667
"2007/04/09/morning",12.4190012180268,11.524893314367,10.3777274015302,8.93461428161744,41.8636363636364,587.068181818182,446.130434782609,23.3913043478261,5.10781032078103,4.34518828451883,5.9652719665272,5.46680613668061
"2007/04/09/afternoon",12.0997830802603,11.394422310757,7.43645655877342,8.65399080651901,41.8636363636364,587.068181818182,446.130434782609,23.3913043478261,2.27354166666667,2.1571875,2.51375,2.50385416666667
"2007/04/10/morning",9.40527950310559,9.58974358974359,7.16688524590164,8.26418261161464,27.734693877551,458.775510204082,400.725490196078,27.1960784313725,3.03597222222222,3.41930555555556,3.92513888888889,3.52263888888889
"2007/04/10/afternoon",9.33839779005525,11.6185064935065,7.20526649746193,6.5839530332681,27.734693877551,458.775510204082,400.725490196078,27.1960784313725,2.36572916666667,1.75229166666667,2.35395833333333,2.52395833333333
"2007/04/11/morning",10.0498442367601,9.58264771877337,7.35477582846004,7.23496864625599,32.9565217391304,521.282608695652,577.021739130435,21.7826086956522,2.62013888888889,2.72416666666667,3.04861111111111,3.19138888888889
"2007/04/11/afternoon",10.7708850289495,11.8525989138867,7.05606299212598,6.94919686215913,32.9565217391304,521.282608695652,577.021739130435,21.7826086956522,2.33364583333333,1.9378125,2.34697916666667,2.61583333333333
"2007/04/12/morning",9.47988958990536,12.7566003616637,8.25471929394459,10.5941686367218,32.3684210526316,534.140350877193,425.661016949153,38.4576271186441,4.67652777777778,5.60166666666667,5.32888888888889,6.86361111111111
