date,E,continuoustime,movfreq_model,movefreq_real
2007/10/05/morning,66.4133337597048,7200,108,102
2007/10/05/afternoon,70.042612769379,9600,137,141
2007/10/09/morning,86.5622264975376,7170,82,93
2007/10/09/afternoon,89.7293140180308,9600,106,118
2007/10/10/morning,76.9415573347183,7200,93,66
2007/10/10/afternoon,97.8775229228719,9600,98,94
2007/10/11/morning,69.1412685693059,7200,104,74
2007/10/11/afternoon,43.4720311063646,9600,220,289
2007/10/12/morning,63.6484579825577,7200,113,105
2007/10/12/afternoon,46.6259972542421,9600,205,205
2007/10/15/morning,133.357074068686,7170,53,63
2007/10/15/afternoon,77.3212953713274,9600,124,106
2007/10/16/morning,33.2963071002321,7170,215,158
2007/10/16/afternoon,Inf,9600,0,139
2007/10/17/morning,28.8516331572129,7200,249,181
2007/10/17/afternoon,23.5203102772604,9600,408,442
2007/10/18/morning,33.5724346932025,7200,214,171
2007/10/18/afternoon,35.9830306369349,9600,266,288
2007/10/19/morning,32.9494704855962,7140,216,188
2007/10/19/afternoon,33.0388630286138,9600,290,295
2007/10/22/morning,39.5134759602258,7020,177,210
2007/10/22/afternoon,47.2071417248704,9600,203,210
2007/10/23/morning,58.9010989332242,7200,122,96
2007/10/23/afternoon,74.2636388525885,9600,129,102
2007/10/24/morning,60.8343686935491,7200,118,94
2007/10/24/afternoon,44.4691797637192,9600,215,268
2007/10/25/morning,42.3125568409715,7200,170,160
2007/10/25/afternoon,38.8022661252299,9600,247,298
2007/10/26/morning,51.4337193914724,7170,139,142
2007/10/26/afternoon,44.6127742232445,9600,215,208
2007/10/29/morning,43.6025777757431,7140,163,98
2007/10/29/afternoon,69.9040380219776,9600,137,187
2007/10/30/morning,86.3234290779989,7170,83,113
2007/10/30/afternoon,61.1900538081285,9600,156,169
2007/10/31/morning,47.1936364741065,7200,152,123
2007/10/31/afternoon,48.4683219493802,9600,198,178
2007/11/01/morning,68.9006128010382,7170,104,106
2007/11/01/afternoon,69.2820037173806,9600,138,140
2007/11/02/morning,44.3424357593089,7080,159,137
2007/11/02/afternoon,60.6313191453172,9600,158,204
2007/11/05/morning,63.9480652179914,7200,112,109
2007/11/05/afternoon,63.4501829075686,9600,151,184
2007/11/06/morning,36.1898364413768,7170,198,186
2007/11/06/afternoon,53.718842289181,9600,178,170
2007/11/07/morning,76.1902754323098,7200,94,107
2007/11/07/afternoon,36.1940798407486,9600,265,258
2007/11/08/morning,33.6316274196682,7080,210,173
2007/11/08/afternoon,32.1850780730969,9600,298,309
2007/11/09/morning,28.5513686926485,7200,252,232
2007/11/09/afternoon,29.376615422729,9600,326,359
2007/11/12/morning,25.9155377649994,7110,274,239
2007/11/12/afternoon,24.6645247856597,9571,388,399
2007/11/13/morning,26.5608520897739,7200,271,241
2007/11/13/afternoon,22.0544634167102,9600,435,494
2007/11/14/morning,30.026051314941,7080,235,212
2007/11/14/afternoon,62.1032639031552,9600,154,144
2007/11/15/morning,52.743558923455,7200,136,138
2007/11/15/afternoon,42.3905948931288,9600,226,234
2007/11/16/morning,29.1271735700288,7140,245,214
2007/11/16/afternoon,45.2463993775358,9570,211,229
2007/11/19/morning,31.5353042053156,7200,228,166
2007/11/19/afternoon,39.4265355941138,9600,243,308
2007/11/20/morning,24.2594853388466,7140,294,223
2007/11/20/afternoon,5641.62864556204,9600,1,415
2007/11/21/morning,24.8993436130917,7170,287,285
2007/11/21/afternoon,21.0882246836153,9600,455,509
2007/11/22/morning,16.1810584821693,7170,443,411
2007/11/22/afternoon,24.8417356560827,9570,385,438
2007/11/26/morning,35.9672087461099,7144,198,168
2007/11/26/afternoon,31.8708779528269,9570,300,306
2007/11/27/morning,31.9247935314977,7080,221,167
2007/11/27/afternoon,20.6639596283296,9480,458,650
2007/11/28/morning,35.8801520265705,7200,200,164
2007/11/28/afternoon,37.1089902128805,9600,258,217
2007/11/29/morning,37.9196960348934,7080,186,168
2007/11/29/afternoon,56.7228217178193,9600,169,183
2007/11/30/morning,62.0142616256507,7200,116,130
2007/11/30/afternoon,55.6466392603663,9600,172,184
2007/12/03/morning,Inf,7200,0,76
2007/12/03/afternoon,105.604145024194,9600,90,103
2007/12/04/morning,Inf,7200,0,64
2007/12/04/afternoon,Inf,9600,0,97
2007/12/05/morning,101.776366240159,7200,70,74
2007/12/05/afternoon,Inf,9600,0,120
2007/12/06/morning,89.2973456439397,7140,79,95
2007/12/06/afternoon,Inf,9600,0,118
2007/12/07/morning,81.1216780073245,7170,88,71
2007/12/07/afternoon,Inf,9600,0,152
2007/12/10/morning,Inf,7200,0,87
2007/12/10/afternoon,Inf,9600,0,161
2007/12/11/morning,127.532711601276,7165,56,81
2007/12/11/afternoon,108.728382454567,9600,88,135
2007/12/12/morning,59.394826306494,7080,119,113
2007/12/12/afternoon,Inf,9600,0,206
2007/12/13/morning,52.4670627402583,7170,136,165
2007/12/13/afternoon,Inf,9600,0,296
2007/12/14/morning,32.6535017381877,7186,220,262
2007/12/14/afternoon,31.9687121961252,9600,300,439
2007/12/17/morning,49.634176725523,7170,144,145
2007/12/17/afternoon,22020.4007645903,9571,0,253
2007/12/18/morning,34.0207801157297,7170,210,195
2007/12/18/afternoon,37.182303306547,9571,257,356
2007/12/19/morning,60.4118871585764,7200,119,157
2007/12/19/afternoon,50.9584792459216,9600,188,185
2007/12/20/morning,66.1103656026875,7170,108,135
2007/12/20/afternoon,54.4605448063486,9600,176,214
2007/12/21/morning,32.0570288819798,7200,224,207
2007/12/21/afternoon,40.1983446543298,9600,238,234
2007/12/25/morning,38.7737276859531,7111,183,123
2007/12/25/afternoon,Inf,9600,0,64
2007/12/26/morning,71.6301139688482,7200,100,61
2007/12/26/afternoon,Inf,9600,0,67
2007/12/27/morning,Inf,7200,0,53
2007/12/27/afternoon,78.9018618146588,9600,121,106
2007/12/28/morning,Inf,7740,0,180
