,Infinity,Infinity
2007/06/18/afternoon,175.4543251078428,72.80389694383909
2007/06/19/morning,90.30668986388777,65.58992796404013
2007/06/19/afternoon,401.8548448539865,119.53356630606376
2007/06/20/morning,Infinity,Infinity
2007/06/20/afternoon,77.4273759541126,135.69780382847398
2007/06/21/morning,Infinity,Infinity
2007/06/21/afternoon,102.62843751597453,191.01172759121593
2007/06/22/morning,42.27278124648075,112.53661343096189
2007/06/22/afternoon,133.10606856537925,66.87897384969699
2007/06/25/morning,109.78775225931635,73.39790847331206
2007/06/25/afternoon,76.73026191658609,73.58179087260575
2007/06/26/morning,33.651181985940816,119.02923014526311
2007/06/26/afternoon,89.77003335378402,120.86132745460611
2007/06/27/morning,48.03346429845825,110.41027510625199
2007/06/27/afternoon,Infinity,Infinity
2007/06/28/morning,131.14949047831254,56.63751104332395
2007/06/28/afternoon,169.442452263037,105.12097870440344
2007/06/29/morning,Infinity,Infinity
2007/06/29/afternoon,119.11252255763816,52.963192106001976
2007/07/02/morning,103.14339241626936,140.3170454855076
2007/07/02/afternoon,Infinity,Infinity
2007/07/03/morning,254.4034971082344,264.5915191354526
2007/07/03/afternoon,215.3277923243705,162.72108380422293
2007/07/04/morning,131.9860832290787,31.381819836819506
2007/07/04/afternoon,146.3276197074017,296.9298884871672
2007/07/05/morning,Infinity,Infinity
2007/07/05/afternoon,Infinity,Infinity
2007/07/06/morning,Infinity,Infinity
2007/07/06/afternoon,Infinity,Infinity
2007/07/09/morning,256.3905784269318,271918.522740496
2007/07/09/afternoon,258.89792873189333,238.09667526186365
2007/07/10/morning,94.10327778006219,224.04526323496515
2007/07/10/afternoon,1125.9880438204173,259.2348078485438
2007/07/11/morning,51.02471412307846,68.10001842146139
2007/07/11/afternoon,217.9984062223861,72.37015346655957
2007/07/12/morning,248.32805863082092,94.55904313441113
2007/07/12/afternoon,Infinity,Infinity
2007/07/13/morning,Infinity,Infinity
2007/07/13/afternoon,106.34717741649601,129.21999078666605
2007/07/17/morning,111.67837599633555,134.1236342505598
2007/07/17/afternoon,273.9646550323946,161.80527184408984
2007/07/18/morning,Infinity,Infinity
2007/07/18/afternoon,112.30257362190785,89.37411355315075
2007/07/19/morning,111.3463974712466,173.45185413890255
2007/07/19/afternoon,257.25317450585356,69.42491614740464
2007/07/20/morning,155.77480678828186,48.548904606453355
2007/07/20/afternoon,175.0607534171929,266.7025859371262
2007/07/23/morning,38.45478734173072,112.96707890765974
2007/07/23/afternoon,180.36527769745257,197.85112210751115
2007/07/24/morning,40.439017102708156,107.89481231602844
2007/07/24/afternoon,26079.140788756493,296215.8176640045
2007/07/25/morning,48.25002495246702,50.76637736237608
2007/07/25/afternoon,102.6168225338698,56.508177512671246
2007/07/26/morning,85.92452516544344,85.86724222665354
2007/07/26/afternoon,40.76232839470023,90.45146158041311
2007/07/27/morning,49.46716923707336,24.16919026209055
2007/07/27/afternoon,40.85004245278068,34.975691784361715
2007/07/30/morning,57.77436937539174,27.357863686972873
2007/07/30/afternoon,95.08285391384095,41.703531157821494
2007/07/31/morning,34.48222538439047,90.97408150658427
2007/07/31/afternoon,70.19244346483367,102.8996853161112
2007/08/01/morning,27.060686263722882,40.36535003033499
2007/08/01/afternoon,15.020283210617176,40.616929717438325
2007/08/02/morning,33.53094283872728,33.86976500159547
2007/08/02/afternoon,22.195167356155572,18.460243513736252
2007/08/03/morning,38.07560105323001,39.16904501906002
2007/08/03/afternoon,30.8775959831886,33.883070239613716
2007/08/06/morning,44.07785533992424,24.88773146540586
2007/08/06/afternoon,39.9079972474031,35.6437222161958
2007/08/07/morning,22.93491176408209,50.13435876576898
2007/08/07/afternoon,35.663930330467714,41.236593224739124
2007/08/08/morning,29.9066531611025,24.50342490578006
2007/08/08/afternoon,55.6428724083198,40.7032933732318
2007/08/09/morning,51.43235032609746,47.206890924625924
2007/08/09/afternoon,68.35938393547423,89.47298009214785
2007/08/10/morning,26.0624611543057,29.630216438802393
2007/08/10/afternoon,32.49611921359447,28.247707055530995
2007/08/13/morning,30.774517959942514,26.60316109140314
2007/08/13/afternoon,43.15030720528634,51.01276893046858
2007/08/14/morning,36.30858198238634,37.15255889506484
2007/08/14/afternoon,75.51638961655294,52.860582759387256
2007/08/15/morning,42.68326235391551,70.32075376862893
2007/08/15/afternoon,22.75364302732198,47.597878058954535
2007/08/16/morning,14.553057157096118,20.78547436891209
2007/08/16/afternoon,17.537472939086285,15.0327849050847
2007/08/17/morning,16.284125835565614,21.594164640478052
2007/08/17/afternoon,11.455426225825608,14.95558063330261
2007/08/20/morning,24.622087099713273,20.05538248278887
2007/08/20/afternoon,21.19530772989533,25.381053059666716
2007/08/21/morning,31.910571856561276,19.746233808240763
2007/08/21/afternoon,18.61653957892537,27.019828701858803
2007/08/22/morning,30.71957682652826,28.58462405958641
2007/08/22/afternoon,39.947001078350326,38.219932472368924
2007/08/23/morning,35.858642287939304,28.826035805996277
2007/08/23/afternoon,49.02760102590085,36.40771970622908
2007/08/24/morning,35.90650699564464,50.45709640040062
2007/08/24/afternoon,54.045801841482046,51.24726521069867
2007/08/27/morning,47.94427651046528,40.96822793553015
2007/08/27/afternoon,38.27546423295726,35.93749495064745
2007/08/28/morning,90.08693795753902,204.20521721561298
2007/08/28/afternoon,59.29768288456617,73.9286931001587
2007/08/29/morning,42.18922952157506,35.09483021035337
2007/08/29/afternoon,61.837634063592986,31.23971619015598
2007/08/30/morning,37.031031081196005,46.87539542124192
2007/08/30/afternoon,34.24492901468521,44.58664906399397
2007/08/31/morning,72.42422334360006,49.47800843631601
2007/08/31/afternoon,52.00215476769063,21.98354397267884
2007/09/03/morning,Infinity,Infinity
2007/09/03/afternoon,Infinity,Infinity
2007/09/04/morning,Infinity,Infinity
2007/09/04/afternoon,Infinity,Infinity
2007/09/05/morning,Infinity,Infinity
2007/09/05/afternoon,Infinity,Infinity
2007/09/06/morning,42.81885931234112,29.055942090512787
2007/09/06/afternoon,45.94073637114292,31.106590976199435
2007/09/07/morning,86.37124450880157,72.6876810864363
2007/09/07/afternoon,68.9388213010755,66.48493194922196
