"","Averege.Pieces.of.One.Market.Buy.Order","Averege.Pieces.of.One.Market.sell.Order","Averege.Pieces.of.One.limit.Buy.Order","Averege.Pieces.of.One.limit.sell.Order","r^U_B","r^U_A","r^D_B","r^D_A","lambda_B","lambda_A","mu_A","mu_B"
"2007/04/10/morning",9.40527950310559,9.58974358974359,7.16688524590164,8.26418261161464,27.734693877551,458.775510204082,400.725490196078,27.1960784313725,0.303472222222222,0.341805555555556,0.3925,0.352222222222222
"2007/04/10/afternoon",9.33839779005525,11.6185064935065,7.20526649746193,6.5839530332681,27.734693877551,458.775510204082,400.725490196078,27.1960784313725,0.2365625,0.175208333333333,0.2353125,0.252395833333333
"2007/04/11/morning",10.0498442367601,9.58264771877337,7.35477582846004,7.23496864625599,32.9565217391304,521.282608695652,577.021739130435,21.7826086956522,0.261944444444444,0.272361111111111,0.304861111111111,0.319027777777778
"2007/04/11/afternoon",10.7708850289495,11.8525989138867,7.05606299212598,6.94919686215913,32.9565217391304,521.282608695652,577.021739130435,21.7826086956522,0.233333333333333,0.19375,0.2346875,0.2615625
"2007/04/12/morning",9.47988958990536,12.7566003616637,8.25471929394459,10.5941686367218,32.3684210526316,534.140350877193,425.661016949153,38.4576271186441,0.467638888888889,0.560138888888889,0.532777777777778,0.68625
"2007/04/12/afternoon",10.6133720930233,11.9242524916944,7.70874365860937,9.09368346344925,32.3684210526316,534.140350877193,425.661016949153,38.4576271186441,0.2690625,0.266875,0.3146875,0.296770833333333
"2007/04/13/morning",9.86813186813187,9.93243967828418,6.83545128706419,7.94543186778921,31.9,340.872727272727,471.810344827586,35.1206896551724,0.292468619246862,0.35536959553696,0.349930264993026,0.396094839609484
"2007/04/13/afternoon",12.2637853949329,12.0397275822928,9.51916996047431,9.93299961494032,31.9,340.872727272727,471.810344827586,35.1206896551724,0.501666666666667,0.537395833333333,0.549791666666667,0.694583333333333
"2007/04/16/morning",11.1454169538249,8.06167557932264,10.5208690680389,7.21261347348304,26.1014492753623,457.942028985507,468.394366197183,29.0704225352113,0.515406162464986,0.422829131652661,0.657843137254902,0.491316526610644
"2007/04/16/afternoon",10.8479794740218,11.194429273621,7.47908192911098,8.47454599583209,26.1014492753623,457.942028985507,468.394366197183,29.0704225352113,0.268125,0.296458333333333,0.307083333333333,0.335
"2007/04/17/morning",11.2909718228867,10.3456375838926,7.67697782644402,7.73781094527363,29.4716981132075,427.877358490566,460.880733944954,34.3669724770642,0.391073919107392,0.433751743375174,0.435425383542538,0.515760111576011
"2007/04/17/afternoon",10.5966049382716,12.2443845462713,8.81797674822141,9.64994026284349,29.4716981132075,427.877358490566,460.880733944954,34.3669724770642,0.529270833333333,0.504791666666667,0.546354166666667,0.636458333333333
"2007/04/18/morning",9.59843360626557,8.41381692573402,8.51674208144796,7.26932195353248,25.5915492957746,407.366197183099,392.972602739726,33.013698630137,0.522777777777778,0.425833333333333,0.578888888888889,0.542222222222222
"2007/04/18/afternoon",9.9642674834099,9.21724709784411,7.4256177508825,7.74115838031779,25.5915492957746,407.366197183099,392.972602739726,33.013698630137,0.306770833333333,0.314583333333333,0.340208333333333,0.375416666666667
"2007/04/19/morning",11.2573935651609,14.3541513592946,8.99483726150393,10.229349112426,29.2409638554217,368.873493975904,398.84375,33.86875,0.558934300460315,0.602733993583484,0.672478727856047,0.753382619612219
"2007/04/19/afternoon",11.6656511805027,13.1701562960779,9.64440842787682,10.3929982046679,29.2409638554217,368.873493975904,398.84375,33.86875,0.620179278715864,0.603293725244945,0.719720658745049,0.711799041067334
"2007/04/20/morning",11.5336994508238,9.11531045121481,8.18631578947368,7.41157791890572,38.8666666666667,420.6,392.391304347826,32.804347826087,0.433751743375174,0.423152022315202,0.501534170153417,0.54323570432357
"2007/04/20/afternoon",10.3187969924812,10.1335664335664,7.13647219379052,7.39448946515397,38.8666666666667,420.6,392.391304347826,32.804347826087,0.2178125,0.237604166666667,0.240625,0.281770833333333
"2007/04/23/morning",12.4111570247934,9.47871684145589,8.93249607535322,6.96865520728008,34.4424778761062,328.106194690266,394.169117647059,31.3529411764706,0.318767507002801,0.289495798319328,0.375770308123249,0.342577030812325
"2007/04/23/afternoon",11.8333333333333,11.3688850967008,8.9264475743349,9.02922755741127,34.4424778761062,328.106194690266,394.169117647059,31.3529411764706,0.4753125,0.495520833333333,0.517395833333333,0.6446875
"2007/04/24/morning",10.0945297504798,10.9965034965035,7.30792996910402,7.86884823499098,36.3174603174603,384.134920634921,326.881355932203,28.2372881355932,0.39581589958159,0.425801952580195,0.491910739191074,0.531659693165969
"2007/04/24/afternoon",12.2584392014519,10.1194200686761,7.98041117145074,7.63387528298004,36.3174603174603,384.134920634921,326.881355932203,28.2372881355932,0.428541666666667,0.386354166666667,0.525625,0.45625
"2007/04/25/morning",9.98997912317328,11.0028348688873,7.45519635495769,9.20451785280544,35.3928571428571,347.690476190476,368.23595505618,31.0674157303371,0.477222222222222,0.52625,0.5575,0.651527777777778
"2007/04/25/afternoon",10.8620512820513,11.6160896130346,8.49836230788612,7.89146277980219,35.3928571428571,347.690476190476,368.23595505618,31.0674157303371,0.351354166666667,0.315729166666667,0.365,0.410729166666667
"2007/04/26/morning",9.11468812877264,8.78396871945259,6.97838660578387,6.70521353300055,31.506329113924,503.746835443038,446.920454545455,30.0795454545455,0.319665271966527,0.337099023709902,0.387587168758717,0.392189679218968
"2007/04/26/afternoon",10.6813432835821,11.1104528142192,9.04546553808948,8.14242635119462,31.506329113924,503.746835443038,446.920454545455,30.0795454545455,0.389583333333333,0.365625,0.4403125,0.427395833333333
"2007/04/27/morning",11.6212025316456,12.3736915561759,9.99725400457666,9.89140271493213,31.6948051948052,357.38961038961,416.484076433121,36.6369426751592,0.608780487804878,0.639721254355401,0.748989547038328,0.759442508710801
"2007/04/27/afternoon",14.246868091378,16.0036192544336,10.9296921549156,10.6220536995286,31.6948051948052,357.38961038961,416.484076433121,36.6369426751592,0.573229166666667,0.539791666666667,0.6271875,0.679791666666667
"2007/05/01/morning",10.5558011049724,11.5710691823899,9.07003546099291,10.1302664541107,30.7159090909091,410.386363636364,379.345679012346,34.0864197530864,0.568333333333333,0.617777777777778,0.639305555555556,0.741666666666667
"2007/05/01/afternoon",13.3794964028777,13.2438863185724,8.23041997729852,8.15992695016958,30.7159090909091,410.386363636364,379.345679012346,34.0864197530864,0.302083333333333,0.325729166666667,0.3784375,0.349166666666667
"2007/05/02/morning",9.37334137515078,8.68921966621561,7.76032815704659,7.19057498518079,33.9255319148936,477.265957446808,379.717391304348,28.554347826087,0.367777777777778,0.336944444444444,0.3725,0.451666666666667
"2007/05/02/afternoon",12.5580218068536,9.32345013477089,8.54895666131621,7.75526981450253,33.9255319148936,477.265957446808,379.717391304348,28.554347826087,0.388333333333333,0.383229166666667,0.4990625,0.3865625
"2007/05/07/morning",11.0236501561803,9.60405797101449,8.61104256631709,8.34143518518519,34.8813559322034,457.016949152542,449.378787878788,46.8636363636364,0.390896358543417,0.403641456582633,0.532773109243697,0.404621848739496
"2007/05/07/afternoon",14.6170977011494,16.2981691368788,7.50961806523557,8.62238398544131,34.8813559322034,457.016949152542,449.378787878788,46.8636363636364,0.280520833333333,0.296041666666667,0.355625,0.3384375
"2007/05/08/morning",10.6884393063584,10.996751137102,7.32908233989465,7.81888591003873,35.4905660377358,546.207547169811,500.566037735849,39.7547169811321,0.367083333333333,0.364444444444444,0.424583333333333,0.412916666666667
"2007/05/08/afternoon",12.0518783542039,11.6411943319838,8.54020467836257,7.83419548053362,35.4905660377358,546.207547169811,500.566037735849,39.7547169811321,0.365,0.2996875,0.3390625,0.4034375
"2007/05/09/morning",12.4598811292719,11.2624113475177,7.65391621129326,7.42742217558587,35,599.883116883117,509.76,29.1866666666667,0.350138888888889,0.294861111111111,0.375277777777778,0.388472222222222
"2007/05/09/afternoon",10.6870944484499,11.7210460772105,7.84201196543319,7.8621236133122,35,599.883116883117,509.76,29.1866666666667,0.368645833333333,0.361666666666667,0.471458333333333,0.3578125
"2007/05/10/morning",10.2385274836107,10.6054913294798,7.57591761288619,8.57215392838055,44.53125,464.515625,454.087719298246,48.3684210526316,0.398472222222222,0.445416666666667,0.5,0.506805555555556
"2007/05/10/afternoon",11.9544603867748,12.8802816901408,8.01502504173623,8.68266832917706,44.53125,464.515625,454.087719298246,48.3684210526316,0.3,0.290104166666667,0.3340625,0.3425
"2007/05/11/morning",11.3391765185487,13.5815704553603,8.16637554585153,9.38971141781681,50.9473684210526,596.491228070175,503.903846153846,50.1346153846154,0.521617852161785,0.521757322175732,0.577405857740586,0.714225941422594
"2007/05/11/afternoon",14.2145328719723,13.4377962085308,9.59511924570161,8.60005422993492,50.9473684210526,596.491228070175,503.903846153846,50.1346153846154,0.360416666666667,0.3303125,0.423333333333333,0.3796875
"2007/05/14/morning",13.6279554937413,8.60245901639344,9.3070204904266,7.79524517087667,41.9130434782609,517.934782608696,649.407407407407,35.7407407407407,0.386331938633194,0.365829846582985,0.461785216178522,0.415481171548117
"2007/05/14/afternoon",11.2505910165485,12.2019790454016,8.14417086917829,8.33127208480565,41.9130434782609,517.934782608696,649.407407407407,35.7407407407407,0.2859375,0.2946875,0.283229166666667,0.387395833333333
"2007/05/15/morning",11.4750343563903,14.9604966139955,8.85083754320659,10.6923309178744,42.1549295774648,506.056338028169,606.723684210526,48.3947368421053,0.464156206415621,0.493863319386332,0.582008368200837,0.606415620641562
"2007/05/15/afternoon",15.0044671346522,16.0857891290111,9.38424821002387,9.46992176962503,42.1549295774648,506.056338028169,606.723684210526,48.3947368421053,0.368541666666667,0.365625,0.415104166666667,0.4459375
"2007/05/16/morning",11.5529411764706,14.3569467325645,8.33125339120998,9.69589209074188,42.2321428571429,681.642857142857,606.490196078431,53.6078431372549,0.426388888888889,0.439166666666667,0.483333333333333,0.548888888888889
"2007/05/16/afternoon",14.4392425039453,15.7550689375507,9.55151346848098,9.33378414931025,42.2321428571429,681.642857142857,606.490196078431,53.6078431372549,0.358229166666667,0.359375,0.455104166666667,0.3446875
"2007/05/17/morning",14.3036544850498,9.83651366683858,9.22727272727273,8.00653038046564,47.0338983050847,496.915254237288,624.898550724638,56.0579710144928,0.403055555555556,0.391527777777778,0.471111111111111,0.457361111111111
"2007/05/17/afternoon",10.7669902912621,12.021067925899,7.63684771033014,8.59365853658537,47.0338983050847,496.915254237288,624.898550724638,56.0579710144928,0.3734375,0.366979166666667,0.371041666666667,0.5171875
"2007/05/18/morning",10.8305378831695,12.6705504218562,8.29527044682519,9.74673420421221,39.8761904761905,506.552380952381,556.454545454545,41.9909090909091,0.440833333333333,0.507777777777778,0.507083333333333,0.638333333333333
"2007/05/18/afternoon",13.5318536785861,14.0245601173021,9.87323050919079,9.99729223078525,39.8761904761905,506.552380952381,556.454545454545,41.9909090909091,0.486770833333333,0.499895833333333,0.563541666666667,0.632916666666667
"2007/05/21/morning",12.4922440537746,10.4731792411688,9.3870778267254,8.36041874376869,49.241935483871,686.983870967742,475.08064516129,50.5483870967742,0.443888888888889,0.465833333333333,0.549583333333333,0.576111111111111
"2007/05/21/afternoon",14.4359438660027,12.2719621251973,8.99156315912819,9.21174764321972,49.241935483871,686.983870967742,475.08064516129,50.5483870967742,0.399583333333333,0.396875,0.527083333333333,0.438541666666667
"2007/05/22/morning",12.7864261983863,12.2512886597938,9.3068340306834,7.97929078014184,33.9052631578947,523.010526315789,491.229885057471,47.8965517241379,0.463333333333333,0.390555555555556,0.553888888888889,0.474444444444444
"2007/05/22/afternoon",12.833397019488,13.6993684210526,8.92313432835821,8.94561621174524,33.9052631578947,523.010526315789,491.229885057471,47.8965517241379,0.498125,0.450625,0.554479166666667,0.5753125
"2007/05/23/morning",17.2850140056022,12.5763274336283,9.8458523840627,8.54070473876063,34.5915492957746,543.676056338028,536.530864197531,52.962962962963,0.418611111111111,0.390416666666667,0.509583333333333,0.497361111111111
"2007/05/23/afternoon",13.3111236589497,13.9423676012461,8.55762987012987,8.61736590547,34.5915492957746,543.676056338028,536.530864197531,52.962962962963,0.329375,0.338020833333333,0.3784375,0.4403125
"2007/05/24/morning",9.05428443248093,10.2048314041268,6.32582582582583,6.92123655913978,39.3414634146341,440.670731707317,481.20987654321,31.5432098765432,0.350972222222222,0.3575,0.411388888888889,0.440138888888889
"2007/05/24/afternoon",10.2998324958124,10.370493162039,7.30902696365768,7.1231310466139,39.3414634146341,440.670731707317,481.20987654321,31.5432098765432,0.3246875,0.337395833333333,0.401041666666667,0.3915625
"2007/05/25/morning",11.76,14.1535836177474,8.68725422160537,10.8200194836824,37.6909090909091,594.890909090909,509.470588235294,40.843137254902,0.52370990237099,0.61952580195258,0.649232914923291,0.779358437935844
"2007/05/25/afternoon",12.5150214592275,11.6626248216833,7.75086396481307,8.00615006150061,37.6909090909091,594.890909090909,509.470588235294,40.843137254902,0.256979166666667,0.271145833333333,0.330520833333333,0.280208333333333
"2007/05/28/morning",14.3442525312686,10.609756097561,9.68408865365531,7.25619103773585,37.5084745762712,554.135593220339,528.038461538462,50.7692307692308,0.408228730822873,0.34323570432357,0.485495118549512,0.441422594142259
"2007/05/28/afternoon",13.4781626506024,12.776180698152,7.37320574162679,7.40137683328345,37.5084745762712,554.135593220339,528.038461538462,50.7692307692308,0.256770833333333,0.2575,0.2884375,0.307395833333333
"2007/05/29/morning",10.618086696562,10.8285024154589,8.54444712117562,7.35554951033732,40.7027027027027,583.405405405405,522.428571428571,42.1428571428571,0.4925,0.375416666666667,0.565,0.453055555555556
"2007/05/29/afternoon",10.9901659496005,11.2587354409318,6.65001580777743,7.66553480475382,40.7027027027027,583.405405405405,522.428571428571,42.1428571428571,0.2190625,0.235104166666667,0.284583333333333,0.230520833333333
"2007/05/30/morning",10.6248180494905,9.98630136986301,8.32702160837603,8.56647269471799,40.1639344262295,578.639344262295,510.962264150943,39.7735849056604,0.519166666666667,0.531527777777778,0.609861111111111,0.624305555555556
"2007/05/30/afternoon",14.1762951919493,15.4450281425891,10.1800818553888,11.2423668639053,40.1639344262295,578.639344262295,510.962264150943,39.7735849056604,0.5440625,0.4946875,0.6221875,0.634270833333333
"2007/05/31/morning",14.6068027210884,9.88792863116811,10.5396470851016,10.1017689906348,47.5952380952381,535.27380952381,480.5,48.0731707317073,0.658019525801953,0.676847977684798,0.893863319386332,0.728451882845188
"2007/05/31/afternoon",16.4890965732087,16.1107614852108,9.28653366583541,9.96948608137045,47.5952380952381,535.27380952381,480.5,48.0731707317073,0.3878125,0.387916666666667,0.483645833333333,0.448229166666667
"2007/06/01/morning",7.22680412371134,7.40740740740741,12.4007561436673,12.3380414312618,10.2222222222222,213.555555555556,244.464285714286,14.1428571428571,0.182222222222222,0.181944444444444,0.194444444444444,0.182916666666667
"2007/06/01/afternoon",5.32275132275132,8.51569506726457,12.623322147651,14.0923766816144,10.2222222222222,213.555555555556,244.464285714286,14.1428571428571,0.156666666666667,0.163645833333333,0.165208333333333,0.170416666666667
"2007/06/04/morning",6.85561497326203,7.16901408450704,12.3438556933484,11.7660594439118,9.29411764705882,235.323529411765,273.4,20,0.15258019525802,0.171129707112971,0.152719665271967,0.186610878661088
"2007/06/04/afternoon",9.01470588235294,10.995145631068,10.3181427343078,12.2669735327963,9.29411764705882,235.323529411765,273.4,20,0.125,0.111041666666667,0.1196875,0.130625
"2007/06/05/morning",10.2105263157895,8.43935926773455,14.9805389221557,14.1780238500852,15.7872340425532,305.489361702128,377.469387755102,17.734693877551,0.277916666666667,0.231111111111111,0.266805555555556,0.272638888888889
"2007/06/05/afternoon",13.9617647058824,10.4355300859599,15.7343065693431,15.8551111111111,15.7872340425532,305.489361702128,377.469387755102,17.734693877551,0.224479166666667,0.185729166666667,0.2109375,0.220729166666667
"2007/06/06/morning",11.5243553008596,9.09973045822102,12.0943643512451,14.4860111910472,17.9714285714286,382.742857142857,392.026315789474,19.6315789473684,0.25625,0.251666666666667,0.2775,0.256388888888889
"2007/06/06/afternoon",11.4271099744246,10.2422222222222,11.1771247021446,14.033303330333,17.9714285714286,382.742857142857,392.026315789474,19.6315789473684,0.1465625,0.162395833333333,0.169479166666667,0.160520833333333
"2007/06/07/morning",11.3659574468085,15.7943786982249,10.9599236641221,12.7276519666269,24,462.915662650602,462.015873015873,24.4603174603175,0.320362622036262,0.297768479776848,0.3418410041841,0.354951185495119
"2007/06/07/afternoon",12.1977559607293,13.4987244897959,10.1707650273224,10.6089743589744,24,462.915662650602,462.015873015873,24.4603174603175,0.310208333333333,0.241354166666667,0.350520833333333,0.261145833333333
"2007/06/08/morning",9.86788089043076,16.1982815598149,9.24647364513734,12.8661506942864,45.1372549019608,551.078431372549,529.829787234043,46.3404255319149,0.697759103641457,0.791596638655462,0.873669467787115,0.986694677871149
"2007/06/08/afternoon",13.4624456859094,13.908315565032,8.05609684086212,7.66561514195584,45.1372549019608,551.078431372549,529.829787234043,46.3404255319149,0.284166666666667,0.2784375,0.351979166666667,0.333333333333333
"2007/06/11/morning",12.6031007751938,10.2997260273973,8.62808698857354,7.35714285714286,50.4444444444444,496.527777777778,576,61.7317073170732,0.326359832635983,0.327475592747559,0.348396094839609,0.411994421199442
"2007/06/11/afternoon",11.8396288933068,12.0476470588235,7.87392,8.27237813884786,50.4444444444444,496.527777777778,576,61.7317073170732,0.25625,0.291666666666667,0.295520833333333,0.340208333333333
"2007/06/12/morning",11.8853674983142,13.2853216052776,7.34545959455707,8.69311859443631,53.5192307692308,664.442307692308,614.963636363636,37.4181818181818,0.367361111111111,0.412222222222222,0.410416666666667,0.515277777777778
"2007/06/12/afternoon",13.8300653594771,15.5149957155099,7.89894736842105,8.46842283012496,53.5192307692308,664.442307692308,614.963636363636,37.4181818181818,0.273541666666667,0.261145833333333,0.319375,0.311458333333333
"2007/06/13/morning",13.0750766087845,14.8892288861689,8.17065127782358,9.5357246167197,62.0344827586207,683.448275862069,646.793103448276,59.0689655172414,0.414644351464435,0.459693165969317,0.560808926080893,0.50976290097629
"2007/06/13/afternoon",14.445219123506,14.7413897280967,9.76930668640513,9.48082045817794,62.0344827586207,683.448275862069,646.793103448276,59.0689655172414,0.412395833333333,0.370729166666667,0.471979166666667,0.4353125
"2007/06/14/morning",13.2986683576411,11.9655455291222,8.96917148362235,8.01119751166407,14.9411764705882,812.941176470588,699.190476190476,40.4761904761905,0.324546722454672,0.359135285913529,0.421199442119944,0.357322175732218
"2007/06/14/afternoon",10.9504057709648,9.63917525773196,7.68199381761978,7.21336858006042,14.9411764705882,812.941176470588,699.190476190476,40.4761904761905,0.207083333333333,0.198958333333333,0.215833333333333,0.226458333333333
"2007/06/15/morning",13.5333333333333,7.70349492671928,6.80147058823529,6.01440677966102,41.3953488372093,806.186046511628,809.024390243902,45.0243902439024,0.166944444444444,0.197083333333333,0.211111111111111,0.175833333333333
"2007/06/15/afternoon",13.4686971235195,15.352422907489,7.97447351627313,9.19107629427793,41.3953488372093,806.186046511628,809.024390243902,45.0243902439024,0.2603125,0.281041666666667,0.355729166666667,0.280520833333333
"2007/06/18/morning",12.6892076502732,11.0913294797688,8.03463616142358,8.88812154696133,51.3404255319149,908.765957446809,733.452830188679,45.3207547169811,0.35258019525802,0.358995815899582,0.410878661087866,0.400557880055788
"2007/06/18/afternoon",14.6977401129943,16.0986328125,8.2624203821656,9.28412438625205,51.3404255319149,908.765957446809,733.452830188679,45.3207547169811,0.270208333333333,0.295416666666667,0.376875,0.285625
"2007/06/19/morning",11.109693877551,13.8294642857143,6.31413947536788,7.92005023022185,58.95,1098.6,1271.85714285714,23.0952380952381,0.274027777777778,0.262777777777778,0.304722222222222,0.339305555555556
"2007/06/19/afternoon",11.0939024390244,13.5340909090909,8.30392656807751,8.39671232876712,58.95,1098.6,1271.85714285714,23.0952380952381,0.169583333333333,0.159583333333333,0.184270833333333,0.178229166666667
"2007/06/20/morning",12.888455103179,11.986076986077,9.27259766181922,7.18999345977763,50.5116279069767,836.976744186047,923.928571428571,50.1666666666667,0.451527777777778,0.305277777777778,0.476805555555556,0.405833333333333
"2007/06/20/afternoon",13.3669994128009,13.7202538339503,8.99856733524355,9.66048699501937,50.5116279069767,836.976744186047,923.928571428571,50.1666666666667,0.327083333333333,0.363645833333333,0.391770833333333,0.402604166666667
"2007/06/21/morning",11.0136029411765,11.2313846153846,8.28326281147156,9.62105602060528,54.46875,786.1875,724.7,82.8,0.491352859135286,0.41673640167364,0.633751743375174,0.432775453277545
"2007/06/21/afternoon",12.4535246412976,12.7481012658228,7.39485668363247,8.01116199198626,54.46875,786.1875,724.7,82.8,0.2875,0.2915625,0.327291666666667,0.342708333333333
"2007/06/22/morning",10.1463907117617,12.822233350025,6.91549642769155,8.6295473479589,51.0461538461538,755.753846153846,803.327868852459,46.2295081967213,0.389861111111111,0.431527777777778,0.441666666666667,0.536111111111111
"2007/06/22/afternoon",14.5425123422929,16.5731034482759,8.65977626459144,9.31189810500155,51.0461538461538,755.753846153846,803.327868852459,46.2295081967213,0.370833333333333,0.3121875,0.432916666666667,0.37875
"2007/06/25/morning",10.8250871080139,11.5005813953488,7.32227891156463,7.15855221012172,65.9019607843137,688.509803921569,678.057692307692,52.0192307692308,0.35875,0.310277777777778,0.384861111111111,0.431527777777778
"2007/06/25/afternoon",15.0721052631579,14.4001848428835,9.9255021612001,9.22683706070288,65.9019607843137,688.509803921569,678.057692307692,52.0192307692308,0.4065625,0.421145833333333,0.483020833333333,0.5190625
"2007/06/26/morning",12.5504750593824,15.8086956521739,7.70780214176441,9.48700371322479,44.6851851851852,683.611111111111,777.822222222222,65.2666666666667,0.419861111111111,0.46125,0.494444444444444,0.597083333333333
"2007/06/26/afternoon",16.8879120879121,14.9694757796948,8.91262403528115,8.46032655399599,44.6851851851852,683.611111111111,777.822222222222,65.2666666666667,0.336770833333333,0.307604166666667,0.377083333333333,0.3928125
"2007/06/27/morning",13.0868644067797,17.4228529839884,8.35427769985975,9.19594997022037,41.7735849056604,594.716981132075,790.338709677419,75.1612903225806,0.413611111111111,0.428888888888889,0.492222222222222,0.532638888888889
"2007/06/27/afternoon",13.2209302325581,15.2364969135802,9.53555613441,10.4367074014296,41.7735849056604,594.716981132075,790.338709677419,75.1612903225806,0.38125,0.471458333333333,0.4484375,0.596458333333333
"2007/06/28/morning",16.4033953112369,11.5506706408346,8.77840909090909,7.99727148703956,38.8055555555556,731.888888888889,781.714285714286,50.7714285714286,0.364722222222222,0.325555555555556,0.430833333333333,0.378194444444444
"2007/06/28/afternoon",15.3058532563891,14.3050228310502,8.68355359765051,8.26567055393586,38.8055555555556,731.888888888889,781.714285714286,50.7714285714286,0.246354166666667,0.23625,0.291979166666667,0.268541666666667
"2007/06/29/morning",15.0402521823472,12.6621118012422,10.3734370658516,7.87037560011296,36.9855072463768,804.623188405797,620.58904109589,36.5616438356164,0.518472222222222,0.386944444444444,0.589722222222222,0.503611111111111
"2007/06/29/afternoon",14.9032602886157,15.1351863550221,9.2911227154047,9.59694477085781,36.9855072463768,804.623188405797,620.58904109589,36.5616438356164,0.370625,0.340208333333333,0.4515625,0.3934375
"2007/07/02/morning",11.8282352941176,11.9626972740316,7.7438202247191,8.46088193456615,71.25,847.21875,675.464285714286,76,0.335,0.330416666666667,0.378055555555556,0.420138888888889
"2007/07/02/afternoon",13.9429160935351,15.2685643564356,8.80689412592332,9.11716524216524,71.25,847.21875,675.464285714286,76,0.260729166666667,0.266666666666667,0.356770833333333,0.2546875
"2007/07/03/morning",12.1241050119332,8.06642066420664,6.71487603305785,7.67810399717014,66.375,954.041666666667,879.76,47.36,0.225694444444444,0.301388888888889,0.310694444444444,0.259444444444444
"2007/07/03/afternoon",11.6774891774892,11.3560849967804,8.89521640091116,8.20306258322237,66.375,954.041666666667,879.76,47.36,0.2846875,0.256666666666667,0.287291666666667,0.3225
"2007/07/04/morning",13.9969604863222,12.4416826003824,7.68424935448174,7.61620849696537,32.7142857142857,1156.47619047619,1133.17857142857,25.7857142857143,0.289305555555556,0.29625,0.391944444444444,0.324166666666667
"2007/07/04/afternoon",9.37375964718853,14.6546854942234,7.375,8.21956406166932,32.7142857142857,1156.47619047619,1133.17857142857,25.7857142857143,0.167708333333333,0.161041666666667,0.164270833333333,0.208645833333333
"2007/07/05/morning",13.6983695652174,10.181922855498,8.90133003402413,6.64283735106678,30.695652173913,657.913043478261,775.741935483871,45.7741935483871,0.399583333333333,0.332916666666667,0.519583333333333,0.390833333333333
"2007/07/05/afternoon",8.79615384615385,12.8217391304348,6.47517216382747,7.34957983193277,30.695652173913,657.913043478261,775.741935483871,45.7741935483871,0.186041666666667,0.1821875,0.181979166666667,0.242708333333333
"2007/07/06/morning",10.6322274881517,16.425293217746,8.50077679958571,11.6254256526674,33.9393939393939,1008.45454545455,786.935483870968,22.4838709677419,0.455972222222222,0.568888888888889,0.560138888888889,0.691805555555556
"2007/07/06/afternoon",12.1124361158433,11.2606382978723,7.83619210977702,7.56411439114391,33.9393939393939,1008.45454545455,786.935483870968,22.4838709677419,0.1903125,0.170729166666667,0.231458333333333,0.188958333333333
"2007/07/09/morning",13.0552677029361,9.2031122031122,9.66323331840573,7.99926766752105,45.75,1089.25,1287.46153846154,42.3846153846154,0.299583333333333,0.303333333333333,0.3725,0.300277777777778
"2007/07/09/afternoon",10.539666993144,11.1274014155713,7.66,7.41100601891659,45.75,1089.25,1287.46153846154,42.3846153846154,0.1875,0.179479166666667,0.203333333333333,0.207708333333333
"2007/07/10/morning",12.6247357293869,15.0994923857868,9.13388090349076,9.32707774798928,32.8181818181818,1445.81818181818,1304.57142857143,61.3571428571429,0.308888888888889,0.289861111111111,0.323333333333333,0.372222222222222
"2007/07/10/afternoon",11.4946492271106,10.5776397515528,7.23119636547198,7.58786279683377,32.8181818181818,1445.81818181818,1304.57142857143,61.3571428571429,0.149166666666667,0.1496875,0.184583333333333,0.150416666666667
"2007/07/11/morning",9.3147113594041,15.3376963350785,7.52006105538596,11.1562707365627,47.0740740740741,1074.7037037037,996.583333333333,20.75,0.480892608089261,0.468898186889819,0.481311018131102,0.59860529986053
"2007/07/11/afternoon",13.7822177822178,12.8102325581395,9.12237623762376,8.14107717041801,47.0740740740741,1074.7037037037,996.583333333333,20.75,0.239895833333333,0.2109375,0.25125,0.2603125
"2007/07/12/morning",14.8127240143369,10.403451995685,7.99740372133276,7.70310825294748,73.6739130434783,659.717391304348,751.742424242424,45.8787878787879,0.256666666666667,0.299444444444444,0.36125,0.271388888888889
"2007/07/12/afternoon",12.3738819320215,16.3443472627146,11.7445846227089,13.152750965251,73.6739130434783,659.717391304348,751.742424242424,45.8787878787879,0.513854166666667,0.567708333333333,0.507083333333333,0.711145833333333
"2007/07/13/morning",16.3469846984698,9.55862874951305,11.4423128164135,8.82153518123667,58.8846153846154,1136.61538461538,972.375,78.25,0.60140056022409,0.579411764705882,0.749159663865546,0.577871148459384
"2007/07/13/afternoon",17.0774539877301,13.4650837988827,9.20637958532695,9.39633198632266,58.8846153846154,1136.61538461538,972.375,78.25,0.300625,0.314791666666667,0.3815625,0.3528125
"2007/07/17/morning",11.631161971831,14.6807928913192,7.99055989583333,10.3980617372577,78.1666666666667,1064.95833333333,979.571428571429,50.6190476190476,0.340833333333333,0.402222222222222,0.41,0.487361111111111
"2007/07/17/afternoon",13.9121338912134,12.4249011857708,8.60298507462687,7.22720063441713,78.1666666666667,1064.95833333333,979.571428571429,50.6190476190476,0.210104166666667,0.189791666666667,0.2246875,0.239479166666667
"2007/07/18/morning",11.1068100358423,16.0202678248281,8.21347191684989,13.4749706227967,42.3333333333333,734.488888888889,772.54347826087,46.2173913043478,0.570694444444444,0.79625,0.765972222222222,0.848333333333333
"2007/07/18/afternoon",15.3244985673352,15.7096273291925,10.4474375821288,9.33297326492034,42.3333333333333,734.488888888889,772.54347826087,46.2173913043478,0.33125,0.36,0.422291666666667,0.372708333333333
